spend_month,customer_id,country_code,legal_entity,customer_segment,total_spend,food_dining,retail_shopping,travel_transport,healthcare,entertainment,utilities,grocery,hotel,fuel,other_spend,transaction_count,avg_txn_amount,top_merchant,top_category,currency_code,created_at
2025-10,CUST_000301,MY,MY_BANK,affluent,6800.87,135.97,4090.82,159.26,0.0,911.23,0.0,954.34,0.0,271.26,277.99,11,618.26,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-11,CUST_000301,MY,MY_BANK,affluent,7918.74,120.56,1932.31,4349.47,0.0,948.33,0.0,568.07,0.0,0.0,0.0,11,719.89,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-12,CUST_000301,MY,MY_BANK,affluent,11062.01,809.98,2169.77,1131.83,1688.72,1160.93,1945.51,2155.27,0.0,0.0,0.0,18,614.56,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-01,CUST_000302,MY,MY_BANK,mass,5325.75,740.34,1182.57,0.0,1616.48,682.08,0.0,1104.28,0.0,0.0,0.0,11,484.16,KPJ Healthcare,healthcare,MYR,2025-12-31 23:59:59
2025-02,CUST_000302,MY,MY_BANK,mass,5341.07,114.47,0.0,0.0,645.59,107.86,1122.52,0.0,3232.78,0.0,117.85,6,890.18,Sunway Hotel,hotel,MYR,2025-12-31 23:59:59
2025-03,CUST_000302,MY,MY_BANK,mass,10013.58,0.0,2527.83,1637.14,806.75,275.79,1181.14,273.27,3311.66,0.0,0.0,13,770.28,Sunway Hotel,hotel,MYR,2025-12-31 23:59:59
2025-04,CUST_000302,MY,MY_BANK,mass,12252.41,249.04,3992.19,225.88,2094.51,508.17,0.0,1517.54,3019.66,184.62,460.8,15,816.83,Hilton Kuala Lumpur,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000302,MY,MY_BANK,mass,9780.74,561.6,2919.34,3948.64,442.74,481.0,951.16,0.0,0.0,0.0,476.26,14,698.62,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-06,CUST_000302,MY,MY_BANK,mass,3275.55,876.11,122.6,1809.9,0.0,0.0,301.68,0.0,0.0,165.26,0.0,9,363.95,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-07,CUST_000302,MY,MY_BANK,mass,9098.72,0.0,1400.36,4392.82,818.14,410.0,1345.77,263.35,0.0,468.28,0.0,12,758.23,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-08,CUST_000302,MY,MY_BANK,mass,2530.17,0.0,1010.76,0.0,818.78,206.72,186.56,0.0,0.0,307.35,0.0,5,506.03,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-09,CUST_000302,MY,MY_BANK,mass,4386.51,276.59,334.77,412.68,0.0,443.78,1657.84,994.62,0.0,0.0,266.23,9,487.39,Tenaga Nasional,utilities,MYR,2025-12-31 23:59:59
2025-10,CUST_000302,MY,MY_BANK,mass,2866.23,313.46,376.68,2176.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,573.25,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000302,MY,MY_BANK,mass,9502.05,926.66,363.72,5238.92,559.41,187.51,2012.67,213.16,0.0,0.0,0.0,14,678.72,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-12,CUST_000302,MY,MY_BANK,mass,2811.83,428.26,660.25,0.0,0.0,0.0,0.0,258.01,0.0,953.4,511.91,7,401.69,H&M Malaysia,fuel,MYR,2025-12-31 23:59:59
2025-01,CUST_000303,MY,MY_BANK,affluent,7687.11,163.46,1224.84,3649.75,0.0,248.26,2380.97,0.0,0.0,0.0,19.83,9,854.12,Maxis,travel_transport,MYR,2025-12-31 23:59:59
2025-02,CUST_000303,MY,MY_BANK,affluent,4689.09,162.95,616.86,1917.68,0.0,415.28,0.0,415.12,1161.2,0.0,0.0,7,669.87,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-03,CUST_000303,MY,MY_BANK,affluent,5430.95,498.67,1388.43,894.48,0.0,323.07,2210.42,115.88,0.0,0.0,0.0,11,493.72,Shopee Malaysia,utilities,MYR,2025-12-31 23:59:59
2025-04,CUST_000303,MY,MY_BANK,affluent,16251.1,570.62,4600.41,8742.76,0.0,0.0,0.0,1222.96,1114.35,0.0,0.0,19,855.32,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-05,CUST_000303,MY,MY_BANK,affluent,10333.77,843.1,3231.12,3508.54,0.0,0.0,0.0,1972.15,0.0,301.74,477.12,13,794.91,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-06,CUST_000303,MY,MY_BANK,affluent,5576.01,628.84,3291.52,113.54,0.0,1441.16,0.0,100.95,0.0,0.0,0.0,13,428.92,GSC Cinemas,retail_shopping,MYR,2025-12-31 23:59:59
2025-07,CUST_000303,MY,MY_BANK,affluent,17801.21,0.0,4128.49,4782.27,916.58,861.14,1198.05,0.0,5914.68,0.0,0.0,13,1369.32,Hilton Kuala Lumpur,hotel,MYR,2025-12-31 23:59:59
2025-08,CUST_000303,MY,MY_BANK,affluent,6585.35,570.56,928.27,4149.4,0.0,426.27,0.0,0.0,0.0,510.85,0.0,8,823.17,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-09,CUST_000303,MY,MY_BANK,affluent,11403.64,772.43,2091.04,4814.48,0.0,86.65,232.0,0.0,3097.66,0.0,309.38,14,814.55,Hilton Kuala Lumpur,travel_transport,MYR,2025-12-31 23:59:59
2025-10,CUST_000303,MY,MY_BANK,affluent,3465.56,528.95,0.0,789.47,0.0,0.0,1035.38,0.0,967.53,144.23,0.0,7,495.08,Celcom,utilities,MYR,2025-12-31 23:59:59
2025-11,CUST_000303,MY,MY_BANK,affluent,5486.9,574.37,1163.05,2701.42,0.0,0.0,0.0,1048.06,0.0,0.0,0.0,7,783.84,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-12,CUST_000303,MY,MY_BANK,affluent,13026.06,743.15,1245.17,2009.06,670.5,1067.84,3133.82,1430.76,2725.76,0.0,0.0,18,723.67,Netflix,utilities,MYR,2025-12-31 23:59:59
2025-01,CUST_000304,MY,MY_BANK,affluent,14973.05,1318.75,6316.29,2395.18,766.47,0.0,453.83,2172.24,1550.29,0.0,0.0,24,623.88,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-02,CUST_000304,MY,MY_BANK,affluent,18545.26,173.44,6545.91,2937.68,2514.99,608.07,3222.57,1034.09,1017.83,490.68,0.0,20,927.26,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-03,CUST_000304,MY,MY_BANK,affluent,9082.4,997.85,3959.55,1008.02,2079.84,0.0,0.0,816.5,0.0,220.64,0.0,15,605.49,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-04,CUST_000304,MY,MY_BANK,affluent,17365.62,146.46,2209.22,11565.61,0.0,485.51,0.0,0.0,1944.17,521.13,493.52,16,1085.35,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-05,CUST_000304,MY,MY_BANK,affluent,21188.61,602.23,4598.76,9628.52,2448.56,313.65,1312.39,1646.71,0.0,637.79,0.0,22,963.12,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-06,CUST_000304,MY,MY_BANK,affluent,19354.57,559.05,8606.12,5020.86,0.0,1031.92,539.3,2841.37,0.0,492.62,263.33,23,841.5,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-07,CUST_000304,MY,MY_BANK,affluent,12815.75,709.5,5373.91,2476.07,1140.95,811.95,854.82,1032.72,0.0,0.0,415.83,20,640.79,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-08,CUST_000304,MY,MY_BANK,affluent,13442.94,603.77,5237.59,3176.75,471.64,656.08,1368.81,1293.21,0.0,635.09,0.0,21,640.14,Padini,retail_shopping,MYR,2025-12-31 23:59:59
2025-09,CUST_000304,MY,MY_BANK,affluent,13609.67,1089.39,3913.43,3625.32,1253.53,1389.61,0.0,1432.08,0.0,464.25,442.06,23,591.72,AirAsia,retail_shopping,MYR,2025-12-31 23:59:59
2025-10,CUST_000304,MY,MY_BANK,affluent,18725.41,1075.33,3893.07,5319.22,1873.0,732.91,1052.25,4450.29,0.0,329.34,0.0,31,604.05,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000304,MY,MY_BANK,affluent,10211.41,496.0,1195.67,325.91,614.46,108.51,537.5,3158.21,2603.69,374.39,797.07,17,600.67,Sunway Hotel,grocery,MYR,2025-12-31 23:59:59
2025-12,CUST_000304,MY,MY_BANK,affluent,18986.12,605.82,6595.11,8051.56,941.35,0.0,250.7,2420.33,0.0,121.25,0.0,24,791.09,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-01,CUST_000305,MY,MY_BANK,affluent,17077.41,329.15,6470.28,8447.07,1665.94,164.97,0.0,0.0,0.0,0.0,0.0,13,1313.65,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-02,CUST_000305,MY,MY_BANK,affluent,8886.45,338.08,2868.12,2081.6,1671.64,0.0,0.0,1468.9,0.0,458.11,0.0,10,888.65,Grab Transport MY,retail_shopping,MYR,2025-12-31 23:59:59
2025-03,CUST_000305,MY,MY_BANK,affluent,4428.63,1006.83,2870.62,0.0,0.0,119.21,284.07,0.0,0.0,147.9,0.0,11,402.6,Padini,retail_shopping,MYR,2025-12-31 23:59:59
2025-04,CUST_000305,MY,MY_BANK,affluent,3831.45,36.6,1438.29,1212.74,0.0,277.22,749.2,117.4,0.0,0.0,0.0,6,638.57,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000305,MY,MY_BANK,affluent,7613.1,875.49,2178.69,1444.79,1725.97,706.04,388.38,0.0,0.0,0.0,293.74,17,447.83,H&M Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-06,CUST_000305,MY,MY_BANK,affluent,9362.22,680.99,3214.93,200.76,1423.43,0.0,1155.62,0.0,1497.72,1188.77,0.0,15,624.15,Shopee Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-07,CUST_000305,MY,MY_BANK,affluent,11944.65,0.0,3447.64,6030.52,0.0,654.82,588.04,1223.63,0.0,0.0,0.0,9,1327.18,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-08,CUST_000305,MY,MY_BANK,affluent,4537.71,0.0,0.0,1670.79,614.0,805.14,971.22,476.56,0.0,0.0,0.0,10,453.77,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-09,CUST_000305,MY,MY_BANK,affluent,6371.04,1167.22,1301.8,0.0,1606.39,0.0,1929.46,0.0,0.0,0.0,366.17,12,530.92,Parkson,utilities,MYR,2025-12-31 23:59:59
2025-10,CUST_000305,MY,MY_BANK,affluent,3938.25,132.0,0.0,1192.92,0.0,0.0,0.0,591.33,2022.0,0.0,0.0,5,787.65,Hilton Kuala Lumpur,hotel,MYR,2025-12-31 23:59:59
2025-11,CUST_000305,MY,MY_BANK,affluent,3663.78,321.71,1577.66,1764.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,915.94,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-12,CUST_000305,MY,MY_BANK,affluent,7964.45,574.45,1686.19,4698.33,0.0,333.33,0.0,314.59,0.0,0.0,357.56,10,796.44,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-01,CUST_000306,MY,MY_BANK,mass,5796.92,229.63,1480.79,1189.02,0.0,461.61,886.37,890.86,0.0,0.0,658.64,12,483.08,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-02,CUST_000306,MY,MY_BANK,mass,4014.44,406.64,540.51,2382.42,0.0,526.67,0.0,158.2,0.0,0.0,0.0,8,501.8,McDonald's India,travel_transport,MYR,2025-12-31 23:59:59
2025-03,CUST_000306,MY,MY_BANK,mass,6219.52,85.39,2642.18,779.67,1627.22,716.55,0.0,0.0,0.0,0.0,368.51,10,621.95,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-04,CUST_000306,MY,MY_BANK,mass,6739.31,339.45,3426.69,2552.2,0.0,0.0,0.0,420.97,0.0,0.0,0.0,7,962.76,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000306,MY,MY_BANK,mass,8392.4,730.85,2222.98,2152.37,459.97,0.0,986.15,923.85,0.0,416.66,499.57,12,699.37,Rapid KL,retail_shopping,MYR,2025-12-31 23:59:59
2025-06,CUST_000306,MY,MY_BANK,mass,3296.06,422.98,316.66,1733.81,0.0,0.0,0.0,822.61,0.0,0.0,0.0,6,549.34,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-07,CUST_000306,MY,MY_BANK,mass,12297.44,111.11,5034.48,5032.27,0.0,71.08,1696.88,351.62,0.0,0.0,0.0,13,945.96,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-08,CUST_000306,MY,MY_BANK,mass,1919.55,177.7,0.0,695.99,0.0,364.17,0.0,681.69,0.0,0.0,0.0,5,383.91,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-09,CUST_000306,MY,MY_BANK,mass,9028.54,737.05,4166.23,2977.08,0.0,0.0,842.29,0.0,0.0,124.7,181.19,12,752.38,Padini,retail_shopping,MYR,2025-12-31 23:59:59
2025-10,CUST_000306,MY,MY_BANK,mass,5345.34,0.0,1062.1,2017.45,0.0,317.93,1089.56,395.06,0.0,0.0,463.24,6,890.89,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000306,MY,MY_BANK,mass,4900.77,346.89,1313.33,0.0,1214.73,919.92,1105.9,0.0,0.0,0.0,0.0,8,612.6,H&M Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-12,CUST_000306,MY,MY_BANK,mass,11840.77,139.92,5603.29,1245.92,1321.51,550.79,1326.94,1489.18,0.0,163.22,0.0,13,910.83,Padini,retail_shopping,MYR,2025-12-31 23:59:59
2025-01,CUST_000307,MY,MY_BANK,premium,17590.41,834.57,441.7,8058.59,1325.7,344.2,2248.45,2335.83,2001.37,0.0,0.0,22,799.56,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-02,CUST_000307,MY,MY_BANK,premium,15132.85,1041.33,1153.17,9050.4,0.0,295.14,530.64,2424.22,0.0,505.49,132.46,25,605.31,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-03,CUST_000307,MY,MY_BANK,premium,20111.45,2134.99,6278.28,4806.19,0.0,193.69,1278.97,2530.29,2889.04,0.0,0.0,34,591.51,Malaysia Airlines,retail_shopping,MYR,2025-12-31 23:59:59
2025-04,CUST_000307,MY,MY_BANK,premium,19930.95,470.53,9551.9,1578.38,0.0,0.0,0.0,2147.49,5283.03,899.62,0.0,23,866.56,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000307,MY,MY_BANK,premium,11983.67,320.37,3384.3,1278.64,0.0,1174.95,1521.03,978.39,3091.51,0.0,234.48,16,748.98,Sunway Hotel,retail_shopping,MYR,2025-12-31 23:59:59
2025-06,CUST_000307,MY,MY_BANK,premium,20748.6,215.52,4102.73,9100.73,862.44,0.0,609.54,2215.13,3642.51,0.0,0.0,21,988.03,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-07,CUST_000307,MY,MY_BANK,premium,13856.65,982.53,4956.26,2225.79,767.74,687.36,0.0,1969.23,1565.61,702.13,0.0,21,659.84,Rapid KL,retail_shopping,MYR,2025-12-31 23:59:59
2025-08,CUST_000307,MY,MY_BANK,premium,19214.45,262.41,5879.12,5755.3,597.34,580.97,1657.08,1433.15,2940.98,0.0,108.1,22,873.38,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-09,CUST_000307,MY,MY_BANK,premium,21428.75,771.34,7997.36,9025.72,324.45,877.96,0.0,0.0,2431.92,0.0,0.0,19,1127.83,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-10,CUST_000307,MY,MY_BANK,premium,17935.91,1327.25,10882.93,2511.6,1083.18,480.74,0.0,1650.21,0.0,0.0,0.0,25,717.44,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-11,CUST_000307,MY,MY_BANK,premium,16061.3,1044.76,6906.17,1995.08,169.44,379.66,765.25,1562.9,2186.6,186.08,865.36,22,730.06,Parkson,retail_shopping,MYR,2025-12-31 23:59:59
2025-12,CUST_000307,MY,MY_BANK,premium,20020.2,852.22,6154.76,8267.21,1045.09,132.1,2871.03,192.32,0.0,0.0,505.47,24,834.18,Myntra,travel_transport,MYR,2025-12-31 23:59:59
2025-01,CUST_000308,MY,MY_BANK,mass,2254.25,59.71,0.0,0.0,981.33,133.56,1079.65,0.0,0.0,0.0,0.0,4,563.56,Maxis,utilities,MYR,2025-12-31 23:59:59
2025-02,CUST_000308,MY,MY_BANK,mass,1879.39,39.31,1766.96,73.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,626.46,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-03,CUST_000308,MY,MY_BANK,mass,1567.84,0.0,447.16,0.0,1120.68,0.0,0.0,0.0,0.0,0.0,0.0,2,783.92,Pantai Hospital,healthcare,MYR,2025-12-31 23:59:59
2025-04,CUST_000308,MY,MY_BANK,mass,2110.75,556.7,472.15,0.0,0.0,0.0,0.0,0.0,828.52,0.0,253.38,6,351.79,Sunway Hotel,hotel,MYR,2025-12-31 23:59:59
2025-05,CUST_000308,MY,MY_BANK,mass,1219.57,19.69,0.0,0.0,0.0,0.0,0.0,0.0,1199.88,0.0,0.0,2,609.79,Hilton Kuala Lumpur,hotel,MYR,2025-12-31 23:59:59
2025-06,CUST_000308,MY,MY_BANK,mass,2060.79,459.96,0.0,0.0,1042.54,0.0,0.0,558.29,0.0,0.0,0.0,6,343.46,Columbia Asia,healthcare,MYR,2025-12-31 23:59:59
2025-07,CUST_000308,MY,MY_BANK,mass,4969.71,118.07,1535.84,0.0,422.31,0.0,0.0,0.0,2893.49,0.0,0.0,5,993.94,Hilton Kuala Lumpur,hotel,MYR,2025-12-31 23:59:59
2025-08,CUST_000308,MY,MY_BANK,mass,6040.58,64.84,0.0,4082.29,1007.52,0.0,335.45,550.48,0.0,0.0,0.0,6,1006.76,Agoda,travel_transport,MYR,2025-12-31 23:59:59
2025-09,CUST_000308,MY,MY_BANK,mass,337.71,117.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.91,2,168.86,Petronas Petrol,other,MYR,2025-12-31 23:59:59
2025-10,CUST_000308,MY,MY_BANK,mass,9687.03,134.95,2953.51,4625.12,0.0,62.19,706.12,769.31,0.0,435.83,0.0,9,1076.34,H&M Malaysia,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000308,MY,MY_BANK,mass,2609.14,88.87,1109.57,0.0,1410.7,0.0,0.0,0.0,0.0,0.0,0.0,3,869.71,Columbia Asia,healthcare,MYR,2025-12-31 23:59:59
2025-12,CUST_000308,MY,MY_BANK,mass,3352.88,139.4,1272.51,0.0,0.0,1329.03,611.94,0.0,0.0,0.0,0.0,6,558.81,Shopee Malaysia,entertainment,MYR,2025-12-31 23:59:59
2025-01,CUST_000309,MY,MY_BANK,mass,3719.57,0.0,411.78,1588.92,0.0,0.0,353.81,0.0,846.19,518.87,0.0,7,531.37,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-02,CUST_000309,MY,MY_BANK,mass,7626.56,475.13,2250.2,1814.19,179.69,931.3,821.78,139.47,709.23,0.0,305.57,13,586.66,Grab Transport MY,retail_shopping,MYR,2025-12-31 23:59:59
2025-03,CUST_000309,MY,MY_BANK,mass,5284.69,915.21,1627.68,2328.11,0.0,0.0,0.0,413.69,0.0,0.0,0.0,10,528.47,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-04,CUST_000309,MY,MY_BANK,mass,12336.75,726.68,6377.6,2869.04,0.0,674.91,0.0,1688.52,0.0,0.0,0.0,13,948.98,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000309,MY,MY_BANK,mass,5034.78,371.16,1704.33,1398.25,0.0,993.09,567.95,0.0,0.0,0.0,0.0,8,629.35,Grab Transport MY,retail_shopping,MYR,2025-12-31 23:59:59
2025-06,CUST_000309,MY,MY_BANK,mass,5032.24,1088.38,2209.64,1170.83,0.0,563.39,0.0,0.0,0.0,0.0,0.0,12,419.35,Haldiram's,retail_shopping,MYR,2025-12-31 23:59:59
2025-07,CUST_000309,MY,MY_BANK,mass,5718.82,368.4,1886.81,0.0,0.0,0.0,1126.56,2337.05,0.0,0.0,0.0,9,635.42,H&M Malaysia,grocery,MYR,2025-12-31 23:59:59
2025-08,CUST_000309,MY,MY_BANK,mass,10572.54,370.74,4188.8,3582.35,0.0,375.6,606.61,990.61,0.0,457.83,0.0,13,813.27,Grab Transport MY,retail_shopping,MYR,2025-12-31 23:59:59
2025-09,CUST_000309,MY,MY_BANK,mass,4273.27,246.96,0.0,598.15,3028.71,0.0,399.45,0.0,0.0,0.0,0.0,7,610.47,Myntra,healthcare,MYR,2025-12-31 23:59:59
2025-10,CUST_000309,MY,MY_BANK,mass,5859.39,62.23,1058.66,1476.48,0.0,534.21,1377.86,957.71,0.0,0.0,392.24,8,732.42,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000309,MY,MY_BANK,mass,5179.87,526.34,0.0,348.25,951.59,0.0,2161.56,994.58,0.0,0.0,197.55,11,470.9,Celcom,utilities,MYR,2025-12-31 23:59:59
2025-12,CUST_000309,MY,MY_BANK,mass,10318.06,270.43,5766.35,527.17,1542.98,0.0,0.0,2048.12,0.0,163.01,0.0,12,859.84,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-01,CUST_000310,MY,MY_BANK,mass,2015.02,71.22,0.0,1943.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1007.51,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-02,CUST_000310,MY,MY_BANK,mass,868.6,0.0,0.0,0.0,0.0,0.0,868.6,0.0,0.0,0.0,0.0,1,868.6,Celcom,utilities,MYR,2025-12-31 23:59:59
2025-03,CUST_000310,MY,MY_BANK,mass,6833.42,433.82,4229.46,0.0,1078.98,321.17,0.0,769.99,0.0,0.0,0.0,9,759.27,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-04,CUST_000310,MY,MY_BANK,mass,3873.07,50.13,1364.88,0.0,1296.0,0.0,0.0,967.06,0.0,0.0,195.0,7,553.3,Columbia Asia,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000310,MY,MY_BANK,mass,7953.37,164.62,1645.82,3813.78,0.0,0.0,1870.31,458.84,0.0,0.0,0.0,7,1136.2,Booking.com,travel_transport,MYR,2025-12-31 23:59:59
2025-06,CUST_000310,MY,MY_BANK,mass,4217.37,268.23,3197.38,0.0,0.0,0.0,0.0,0.0,751.76,0.0,0.0,4,1054.34,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-07,CUST_000310,MY,MY_BANK,mass,1645.53,153.18,1492.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,822.76,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-08,CUST_000310,MY,MY_BANK,mass,3249.26,247.79,2074.63,0.0,423.66,0.0,503.18,0.0,0.0,0.0,0.0,6,541.54,Haldiram's,retail_shopping,MYR,2025-12-31 23:59:59
2025-09,CUST_000310,MY,MY_BANK,mass,196.57,196.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,98.28,Old Town White Coffee,food_dining,MYR,2025-12-31 23:59:59
2025-10,CUST_000310,MY,MY_BANK,mass,2789.59,138.04,0.0,2417.08,0.0,0.0,0.0,234.47,0.0,0.0,0.0,4,697.4,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000310,MY,MY_BANK,mass,6257.13,26.96,3037.1,1111.82,0.0,582.11,1022.57,476.57,0.0,0.0,0.0,9,695.24,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-12,CUST_000310,MY,MY_BANK,mass,3007.12,285.64,0.0,2123.76,0.0,597.72,0.0,0.0,0.0,0.0,0.0,4,751.78,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-01,CUST_000311,MY,MY_BANK,affluent,5752.01,68.61,0.0,1517.41,1687.37,552.0,0.0,1539.47,0.0,0.0,387.15,8,719.0,Pantai Hospital,healthcare,MYR,2025-12-31 23:59:59
2025-02,CUST_000311,MY,MY_BANK,affluent,15468.4,834.71,729.51,5441.84,1366.2,1374.61,2067.73,3350.8,0.0,0.0,303.0,21,736.59,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-03,CUST_000311,MY,MY_BANK,affluent,4722.05,443.26,0.0,470.69,375.73,0.0,0.0,2740.54,0.0,399.24,292.59,10,472.21,Jaya Grocer,grocery,MYR,2025-12-31 23:59:59
2025-04,CUST_000311,MY,MY_BANK,affluent,12200.53,158.44,6051.02,4880.85,1044.3,0.0,0.0,0.0,0.0,0.0,65.92,11,1109.14,Malaysia Airlines,retail_shopping,MYR,2025-12-31 23:59:59
2025-05,CUST_000311,MY,MY_BANK,affluent,5342.97,146.9,2265.59,2404.71,0.0,349.4,0.0,0.0,0.0,176.37,0.0,8,667.87,Grab Transport MY,travel_transport,MYR,2025-12-31 23:59:59
2025-06,CUST_000311,MY,MY_BANK,affluent,8540.82,458.01,3368.64,3777.06,0.0,0.0,0.0,498.76,438.35,0.0,0.0,11,776.44,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-07,CUST_000311,MY,MY_BANK,affluent,8290.42,733.09,1549.68,2516.56,818.74,92.11,1156.99,934.21,0.0,0.0,489.04,10,829.04,Malaysia Airlines,travel_transport,MYR,2025-12-31 23:59:59
2025-08,CUST_000311,MY,MY_BANK,affluent,8065.49,365.17,2453.36,4616.28,630.68,0.0,0.0,0.0,0.0,0.0,0.0,8,1008.19,AirAsia,travel_transport,MYR,2025-12-31 23:59:59
2025-09,CUST_000311,MY,MY_BANK,affluent,7088.64,1018.88,4223.84,0.0,0.0,165.87,721.34,0.0,655.3,303.41,0.0,14,506.33,Lazada Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-10,CUST_000311,MY,MY_BANK,affluent,12461.23,1008.05,2708.0,7852.34,0.0,91.68,0.0,801.16,0.0,0.0,0.0,13,958.56,Rapid KL,travel_transport,MYR,2025-12-31 23:59:59
2025-11,CUST_000311,MY,MY_BANK,affluent,7817.42,949.17,4064.48,989.2,0.0,1099.04,0.0,715.53,0.0,0.0,0.0,14,558.39,ZALORA Malaysia,retail_shopping,MYR,2025-12-31 23:59:59
2025-12,CUST_000311,MY,MY_BANK,affluent,10448.17,0.0,5096.96,4582.02,0.0,0.0,0.0,640.24,0.0,128.95,0.0,9,1160.91,Malaysia Airlines,retail_shopping,MYR,2025-12-31 23:59:59
2025-01,CUST_000312,MY,MY_BANK,mass,3266.83,534.82,203.22,0.0,637.53,342.75,1548.51,0.0,0.0,0.0,0.0,8,408.35,Celcom,utilities,MYR,2025-12-31 23:59:59
2025-02,CUST_000312,MY,MY_BANK,mass,2869.22,117.59,1541.94,190.66,0.0,0.0,0.0,1019.03,0.0,0.0,0.0,5,573.84,Padini,retail_shopping,MYR,2025-12-31 23:59:59
