statement_id,account_id,statement_date,ending_balance,minimum_due,payment_due_date,delinquency_bucket,revolving_flag,utilization_rate,created_at
STMT_ACC_000519_202511,ACC_000519,2025-11-01,294.52,80.30,2025-11-26,31-60,False,0.3871,2025-11-01
STMT_ACC_000519_202510,ACC_000519,2025-10-02,163.67,89.57,2025-10-27,31-60,False,0.3796,2025-10-02
STMT_ACC_000519_202509,ACC_000519,2025-09-02,246.48,29.19,2025-09-27,1-30,False,0.2956,2025-09-02
STMT_ACC_000519_202508,ACC_000519,2025-08-03,369.59,40.55,2025-08-28,61-90,False,0.4515,2025-08-03
STMT_ACC_000519_202507,ACC_000519,2025-07-04,170.54,91.51,2025-07-29,31-60,True,0.2915,2025-07-04
STMT_ACC_000519_202506,ACC_000519,2025-06-04,101.02,25.71,2025-06-29,current,False,0.3014,2025-06-04
STMT_ACC_000519_202505,ACC_000519,2025-05-05,286.46,70.85,2025-05-30,91+,False,0.7023,2025-05-05
STMT_ACC_000519_202504,ACC_000519,2025-04-05,287.97,54.83,2025-04-30,current,False,0.1642,2025-04-05
STMT_ACC_000519_202503,ACC_000519,2025-03-06,350.04,91.92,2025-03-31,61-90,False,0.3039,2025-03-06
STMT_ACC_000519_202502,ACC_000519,2025-02-04,300.58,85.28,2025-03-01,current,False,0.1544,2025-02-04
STMT_ACC_000519_202501,ACC_000519,2025-01-05,182.31,63.74,2025-01-30,91+,False,0.3851,2025-01-05
STMT_ACC_000519_202412,ACC_000519,2024-12-06,317.08,79.22,2024-12-31,61-90,True,0.7331,2024-12-06
STMT_ACC_000519_202411,ACC_000519,2024-11-06,133.46,98.11,2024-12-01,91+,True,0.3640,2024-11-06
STMT_ACC_000519_202410,ACC_000519,2024-10-07,70.55,98.12,2024-11-01,current,False,0.7850,2024-10-07
STMT_ACC_000520_202603,ACC_000520,2026-03-01,366.49,82.75,2026-03-26,current,False,0.3415,2026-03-01
STMT_ACC_000520_202601,ACC_000520,2026-01-30,3010.12,27.95,2026-02-24,current,False,0.7360,2026-01-30
STMT_ACC_000520_202512,ACC_000520,2025-12-31,1296.16,49.42,2026-01-25,current,False,0.5219,2025-12-31
STMT_ACC_000520_202512,ACC_000520,2025-12-01,710.06,34.53,2025-12-26,current,False,0.0968,2025-12-01
STMT_ACC_000520_202511,ACC_000520,2025-11-01,1164.10,34.19,2025-11-26,current,False,0.4300,2025-11-01
STMT_ACC_000520_202510,ACC_000520,2025-10-02,2518.07,63.52,2025-10-27,current,True,0.3085,2025-10-02
STMT_ACC_000520_202509,ACC_000520,2025-09-02,3734.60,32.72,2025-09-27,current,False,0.4372,2025-09-02
STMT_ACC_000520_202508,ACC_000520,2025-08-03,2449.58,57.09,2025-08-28,current,False,0.5181,2025-08-03
STMT_ACC_000520_202507,ACC_000520,2025-07-04,262.33,42.02,2025-07-29,91+,False,0.1877,2025-07-04
STMT_ACC_000520_202506,ACC_000520,2025-06-04,1153.52,90.96,2025-06-29,91+,False,0.7675,2025-06-04
STMT_ACC_000520_202505,ACC_000520,2025-05-05,435.04,78.23,2025-05-30,1-30,True,0.1135,2025-05-05
STMT_ACC_000520_202504,ACC_000520,2025-04-05,3018.23,58.16,2025-04-30,1-30,True,0.4128,2025-04-05
STMT_ACC_000520_202503,ACC_000520,2025-03-06,3942.47,57.49,2025-03-31,current,False,0.7572,2025-03-06
STMT_ACC_000520_202502,ACC_000520,2025-02-04,1385.21,62.51,2025-03-01,current,False,0.4245,2025-02-04
STMT_ACC_000520_202501,ACC_000520,2025-01-05,1134.04,32.19,2025-01-30,current,True,0.3175,2025-01-05
STMT_ACC_000520_202412,ACC_000520,2024-12-06,983.19,63.97,2024-12-31,91+,True,0.2733,2024-12-06
STMT_ACC_000520_202411,ACC_000520,2024-11-06,88.66,69.69,2024-12-01,61-90,True,0.5315,2024-11-06
STMT_ACC_000520_202410,ACC_000520,2024-10-07,648.01,38.43,2024-11-01,31-60,True,0.1424,2024-10-07
STMT_ACC_000520_202409,ACC_000520,2024-09-07,898.56,79.24,2024-10-02,91+,False,0.7638,2024-09-07
STMT_ACC_000520_202408,ACC_000520,2024-08-08,858.22,80.11,2024-09-02,current,True,0.5877,2024-08-08
STMT_ACC_000520_202407,ACC_000520,2024-07-09,2017.83,73.96,2024-08-03,91+,False,0.5828,2024-07-09
STMT_ACC_000520_202406,ACC_000520,2024-06-09,1967.56,27.91,2024-07-04,91+,False,0.7413,2024-06-09
STMT_ACC_000520_202405,ACC_000520,2024-05-10,2104.71,62.09,2024-06-04,91+,False,0.3779,2024-05-10
STMT_ACC_000520_202404,ACC_000520,2024-04-10,567.43,74.98,2024-05-05,31-60,False,0.6716,2024-04-10
STMT_ACC_000521_202603,ACC_000521,2026-03-01,683.15,79.49,2026-03-26,current,True,0.6517,2026-03-01
STMT_ACC_000521_202601,ACC_000521,2026-01-30,627.96,87.33,2026-02-24,91+,True,0.7433,2026-01-30
STMT_ACC_000521_202512,ACC_000521,2025-12-31,621.51,35.00,2026-01-25,current,False,0.4240,2025-12-31
STMT_ACC_000521_202512,ACC_000521,2025-12-01,1127.59,52.06,2025-12-26,current,False,0.7772,2025-12-01
STMT_ACC_000521_202511,ACC_000521,2025-11-01,1379.14,42.22,2025-11-26,current,False,0.4970,2025-11-01
STMT_ACC_000521_202510,ACC_000521,2025-10-02,684.25,75.07,2025-10-27,current,True,0.1659,2025-10-02
STMT_ACC_000521_202509,ACC_000521,2025-09-02,1664.70,85.23,2025-09-27,91+,False,0.7475,2025-09-02
STMT_ACC_000521_202508,ACC_000521,2025-08-03,1134.23,62.01,2025-08-28,61-90,False,0.5984,2025-08-03
STMT_ACC_000521_202507,ACC_000521,2025-07-04,353.46,83.78,2025-07-29,current,True,0.7126,2025-07-04
STMT_ACC_000521_202506,ACC_000521,2025-06-04,522.22,63.90,2025-06-29,31-60,False,0.6553,2025-06-04
STMT_ACC_000521_202505,ACC_000521,2025-05-05,723.41,58.87,2025-05-30,current,True,0.6480,2025-05-05
STMT_ACC_000521_202504,ACC_000521,2025-04-05,1944.62,37.69,2025-04-30,91+,False,0.3813,2025-04-05
STMT_ACC_000521_202503,ACC_000521,2025-03-06,1314.62,80.87,2025-03-31,91+,True,0.7118,2025-03-06
STMT_ACC_000521_202502,ACC_000521,2025-02-04,1579.21,86.65,2025-03-01,31-60,False,0.5307,2025-02-04
STMT_ACC_000521_202501,ACC_000521,2025-01-05,627.16,86.15,2025-01-30,91+,False,0.7346,2025-01-05
STMT_ACC_000521_202412,ACC_000521,2024-12-06,1396.47,68.30,2024-12-31,current,False,0.7253,2024-12-06
STMT_ACC_000521_202411,ACC_000521,2024-11-06,489.94,55.11,2024-12-01,31-60,True,0.7612,2024-11-06
STMT_ACC_000521_202410,ACC_000521,2024-10-07,1344.90,76.02,2024-11-01,61-90,False,0.0021,2024-10-07
STMT_ACC_000521_202409,ACC_000521,2024-09-07,808.59,27.49,2024-10-02,61-90,False,0.3589,2024-09-07
STMT_ACC_000521_202408,ACC_000521,2024-08-08,19.89,62.27,2024-09-02,91+,False,0.6653,2024-08-08
STMT_ACC_000521_202407,ACC_000521,2024-07-09,1908.37,43.89,2024-08-03,61-90,False,0.3538,2024-07-09
STMT_ACC_000521_202406,ACC_000521,2024-06-09,1340.65,56.37,2024-07-04,1-30,True,0.1435,2024-06-09
STMT_ACC_000521_202405,ACC_000521,2024-05-10,1059.03,58.65,2024-06-04,current,True,0.3404,2024-05-10
STMT_ACC_000521_202404,ACC_000521,2024-04-10,152.54,52.10,2024-05-05,31-60,False,0.7170,2024-04-10
STMT_ACC_000522_202603,ACC_000522,2026-03-01,230.02,97.45,2026-03-26,31-60,True,0.7807,2026-03-01
STMT_ACC_000522_202601,ACC_000522,2026-01-30,22.17,96.10,2026-02-24,61-90,False,0.1453,2026-01-30
STMT_ACC_000522_202512,ACC_000522,2025-12-31,294.51,77.18,2026-01-25,61-90,True,0.3026,2025-12-31
STMT_ACC_000522_202512,ACC_000522,2025-12-01,157.44,81.34,2025-12-26,31-60,False,0.2354,2025-12-01
STMT_ACC_000522_202511,ACC_000522,2025-11-01,48.56,32.65,2025-11-26,31-60,False,0.0294,2025-11-01
STMT_ACC_000522_202510,ACC_000522,2025-10-02,29.06,82.17,2025-10-27,current,True,0.4374,2025-10-02
STMT_ACC_000522_202509,ACC_000522,2025-09-02,183.89,63.19,2025-09-27,current,False,0.7441,2025-09-02
STMT_ACC_000522_202508,ACC_000522,2025-08-03,179.81,75.37,2025-08-28,31-60,True,0.2684,2025-08-03
STMT_ACC_000522_202507,ACC_000522,2025-07-04,131.38,79.86,2025-07-29,61-90,False,0.3312,2025-07-04
STMT_ACC_000522_202506,ACC_000522,2025-06-04,103.93,85.38,2025-06-29,current,True,0.7116,2025-06-04
STMT_ACC_000522_202505,ACC_000522,2025-05-05,26.54,69.11,2025-05-30,61-90,False,0.3384,2025-05-05
STMT_ACC_000522_202504,ACC_000522,2025-04-05,223.23,37.89,2025-04-30,1-30,True,0.4912,2025-04-05
STMT_ACC_000522_202503,ACC_000522,2025-03-06,369.45,34.63,2025-03-31,61-90,False,0.0396,2025-03-06
STMT_ACC_000522_202502,ACC_000522,2025-02-04,349.79,94.51,2025-03-01,1-30,True,0.1028,2025-02-04
STMT_ACC_000522_202501,ACC_000522,2025-01-05,378.79,49.97,2025-01-30,current,True,0.1374,2025-01-05
STMT_ACC_000523_202603,ACC_000523,2026-03-01,1958.67,77.97,2026-03-26,31-60,False,0.7736,2026-03-01
STMT_ACC_000523_202601,ACC_000523,2026-01-30,477.97,54.84,2026-02-24,current,False,0.2920,2026-01-30
STMT_ACC_000523_202512,ACC_000523,2025-12-31,1296.54,40.03,2026-01-25,31-60,False,0.7522,2025-12-31
STMT_ACC_000523_202512,ACC_000523,2025-12-01,474.18,96.83,2025-12-26,current,True,0.0610,2025-12-01
STMT_ACC_000523_202511,ACC_000523,2025-11-01,497.77,95.18,2025-11-26,61-90,False,0.4710,2025-11-01
STMT_ACC_000523_202510,ACC_000523,2025-10-02,751.83,95.39,2025-10-27,current,False,0.4279,2025-10-02
STMT_ACC_000523_202509,ACC_000523,2025-09-02,1036.52,87.70,2025-09-27,current,False,0.1267,2025-09-02
STMT_ACC_000523_202508,ACC_000523,2025-08-03,1736.19,82.58,2025-08-28,1-30,True,0.0496,2025-08-03
STMT_ACC_000523_202507,ACC_000523,2025-07-04,1625.60,74.77,2025-07-29,current,True,0.1543,2025-07-04
STMT_ACC_000523_202506,ACC_000523,2025-06-04,318.42,82.48,2025-06-29,31-60,False,0.4048,2025-06-04
STMT_ACC_000523_202505,ACC_000523,2025-05-05,134.19,38.46,2025-05-30,1-30,True,0.7722,2025-05-05
STMT_ACC_000523_202504,ACC_000523,2025-04-05,898.02,69.40,2025-04-30,current,False,0.0420,2025-04-05
STMT_ACC_000523_202503,ACC_000523,2025-03-06,665.94,93.54,2025-03-31,current,False,0.6305,2025-03-06
STMT_ACC_000523_202502,ACC_000523,2025-02-04,1435.65,72.57,2025-03-01,current,False,0.2312,2025-02-04
STMT_ACC_000523_202501,ACC_000523,2025-01-05,936.68,43.91,2025-01-30,current,False,0.6930,2025-01-05
STMT_ACC_000523_202412,ACC_000523,2024-12-06,1545.78,34.76,2024-12-31,1-30,False,0.0351,2024-12-06
STMT_ACC_000523_202411,ACC_000523,2024-11-06,391.78,30.69,2024-12-01,91+,False,0.2321,2024-11-06
STMT_ACC_000523_202410,ACC_000523,2024-10-07,1532.47,91.54,2024-11-01,current,False,0.0593,2024-10-07
STMT_ACC_000523_202409,ACC_000523,2024-09-07,1911.90,81.59,2024-10-02,91+,False,0.1909,2024-09-07
STMT_ACC_000523_202408,ACC_000523,2024-08-08,1573.74,30.84,2024-09-02,61-90,False,0.6057,2024-08-08
STMT_ACC_000523_202407,ACC_000523,2024-07-09,902.22,88.16,2024-08-03,current,True,0.4517,2024-07-09
STMT_ACC_000523_202406,ACC_000523,2024-06-09,749.64,49.88,2024-07-04,1-30,True,0.4083,2024-06-09
STMT_ACC_000523_202405,ACC_000523,2024-05-10,1503.91,45.41,2024-06-04,current,False,0.5088,2024-05-10
STMT_ACC_000523_202404,ACC_000523,2024-04-10,709.71,82.91,2024-05-05,61-90,False,0.4360,2024-04-10
STMT_ACC_000524_202603,ACC_000524,2026-03-01,6276.16,98.45,2026-03-26,91+,False,0.7099,2026-03-01
STMT_ACC_000524_202601,ACC_000524,2026-01-30,2800.94,52.20,2026-02-24,current,False,0.2456,2026-01-30
STMT_ACC_000524_202512,ACC_000524,2025-12-31,13991.83,92.79,2026-01-25,current,False,0.1113,2025-12-31
STMT_ACC_000524_202512,ACC_000524,2025-12-01,12831.90,97.74,2025-12-26,91+,True,0.1578,2025-12-01
STMT_ACC_000524_202511,ACC_000524,2025-11-01,3283.23,85.95,2025-11-26,current,True,0.7015,2025-11-01
STMT_ACC_000524_202510,ACC_000524,2025-10-02,14238.64,48.02,2025-10-27,91+,True,0.1352,2025-10-02
STMT_ACC_000524_202509,ACC_000524,2025-09-02,6993.98,67.70,2025-09-27,current,False,0.7186,2025-09-02
STMT_ACC_000524_202508,ACC_000524,2025-08-03,6226.43,41.27,2025-08-28,1-30,True,0.0707,2025-08-03
STMT_ACC_000524_202507,ACC_000524,2025-07-04,1182.04,74.06,2025-07-29,current,False,0.5311,2025-07-04
STMT_ACC_000524_202506,ACC_000524,2025-06-04,9256.48,86.90,2025-06-29,current,False,0.7363,2025-06-04
STMT_ACC_000524_202505,ACC_000524,2025-05-05,14453.84,59.08,2025-05-30,61-90,True,0.2227,2025-05-05
STMT_ACC_000524_202504,ACC_000524,2025-04-05,12964.28,81.73,2025-04-30,current,True,0.4692,2025-04-05
STMT_ACC_000524_202503,ACC_000524,2025-03-06,3896.65,66.99,2025-03-31,91+,False,0.1478,2025-03-06
STMT_ACC_000524_202502,ACC_000524,2025-02-04,17005.14,53.96,2025-03-01,current,False,0.7870,2025-02-04
STMT_ACC_000524_202501,ACC_000524,2025-01-05,17474.77,73.01,2025-01-30,61-90,False,0.3226,2025-01-05
STMT_ACC_000524_202412,ACC_000524,2024-12-06,8841.66,77.01,2024-12-31,31-60,False,0.6614,2024-12-06
STMT_ACC_000525_202603,ACC_000525,2026-03-01,2475.90,29.63,2026-03-26,91+,True,0.3268,2026-03-01
STMT_ACC_000525_202601,ACC_000525,2026-01-30,3979.63,67.89,2026-02-24,31-60,False,0.4160,2026-01-30
STMT_ACC_000525_202512,ACC_000525,2025-12-31,2551.05,64.49,2026-01-25,current,False,0.0787,2025-12-31
STMT_ACC_000525_202512,ACC_000525,2025-12-01,296.82,76.89,2025-12-26,current,False,0.5496,2025-12-01
STMT_ACC_000525_202511,ACC_000525,2025-11-01,1165.55,51.68,2025-11-26,current,False,0.1494,2025-11-01
STMT_ACC_000525_202510,ACC_000525,2025-10-02,2638.23,87.62,2025-10-27,91+,False,0.5941,2025-10-02
STMT_ACC_000525_202509,ACC_000525,2025-09-02,2737.31,81.19,2025-09-27,31-60,False,0.6093,2025-09-02
STMT_ACC_000525_202508,ACC_000525,2025-08-03,1318.73,86.77,2025-08-28,1-30,True,0.5426,2025-08-03
STMT_ACC_000525_202507,ACC_000525,2025-07-04,1814.29,44.50,2025-07-29,current,False,0.7662,2025-07-04
STMT_ACC_000525_202506,ACC_000525,2025-06-04,327.11,37.04,2025-06-29,91+,False,0.2231,2025-06-04
STMT_ACC_000525_202505,ACC_000525,2025-05-05,3289.51,36.36,2025-05-30,31-60,False,0.2570,2025-05-05
STMT_ACC_000525_202504,ACC_000525,2025-04-05,1028.72,26.39,2025-04-30,current,False,0.5504,2025-04-05
STMT_ACC_000525_202503,ACC_000525,2025-03-06,3825.85,40.83,2025-03-31,current,False,0.4469,2025-03-06
STMT_ACC_000525_202502,ACC_000525,2025-02-04,3740.35,47.87,2025-03-01,current,True,0.6488,2025-02-04
STMT_ACC_000525_202501,ACC_000525,2025-01-05,1304.86,74.37,2025-01-30,current,True,0.5884,2025-01-05
STMT_ACC_000526_202603,ACC_000526,2026-03-01,6054.76,82.38,2026-03-26,1-30,False,0.1757,2026-03-01
STMT_ACC_000526_202601,ACC_000526,2026-01-30,9532.00,89.57,2026-02-24,31-60,True,0.7418,2026-01-30
STMT_ACC_000526_202512,ACC_000526,2025-12-31,11724.42,44.72,2026-01-25,91+,True,0.4220,2025-12-31
STMT_ACC_000526_202512,ACC_000526,2025-12-01,9600.70,71.35,2025-12-26,current,True,0.1879,2025-12-01
STMT_ACC_000526_202511,ACC_000526,2025-11-01,10507.93,29.49,2025-11-26,91+,False,0.2457,2025-11-01
STMT_ACC_000526_202510,ACC_000526,2025-10-02,19706.98,98.05,2025-10-27,current,False,0.7140,2025-10-02
STMT_ACC_000526_202509,ACC_000526,2025-09-02,2942.72,83.13,2025-09-27,31-60,False,0.1499,2025-09-02
STMT_ACC_000526_202508,ACC_000526,2025-08-03,15012.08,92.97,2025-08-28,current,True,0.1249,2025-08-03
STMT_ACC_000526_202507,ACC_000526,2025-07-04,4835.93,79.84,2025-07-29,31-60,True,0.2679,2025-07-04
STMT_ACC_000526_202506,ACC_000526,2025-06-04,5362.52,31.14,2025-06-29,61-90,False,0.6963,2025-06-04
STMT_ACC_000526_202505,ACC_000526,2025-05-05,4655.69,74.19,2025-05-30,91+,False,0.5474,2025-05-05
STMT_ACC_000526_202504,ACC_000526,2025-04-05,16824.66,26.80,2025-04-30,current,False,0.0334,2025-04-05
STMT_ACC_000526_202503,ACC_000526,2025-03-06,19644.28,26.67,2025-03-31,current,True,0.1812,2025-03-06
STMT_ACC_000526_202502,ACC_000526,2025-02-04,7177.12,65.10,2025-03-01,current,False,0.7976,2025-02-04
STMT_ACC_000526_202501,ACC_000526,2025-01-05,2133.85,34.65,2025-01-30,61-90,True,0.2734,2025-01-05
STMT_ACC_000526_202412,ACC_000526,2024-12-06,8597.61,29.47,2024-12-31,current,True,0.0992,2024-12-06
STMT_ACC_000526_202411,ACC_000526,2024-11-06,2426.73,44.13,2024-12-01,1-30,False,0.4785,2024-11-06
STMT_ACC_000526_202410,ACC_000526,2024-10-07,17987.34,53.86,2024-11-01,current,False,0.3156,2024-10-07
STMT_ACC_000526_202409,ACC_000526,2024-09-07,10454.69,30.09,2024-10-02,current,False,0.0560,2024-09-07
STMT_ACC_000526_202408,ACC_000526,2024-08-08,6115.74,40.64,2024-09-02,current,True,0.5721,2024-08-08
STMT_ACC_000526_202407,ACC_000526,2024-07-09,12356.06,76.29,2024-08-03,1-30,True,0.4710,2024-07-09
STMT_ACC_000526_202406,ACC_000526,2024-06-09,87.94,35.92,2024-07-04,current,True,0.7739,2024-06-09
STMT_ACC_000526_202405,ACC_000526,2024-05-10,18858.99,89.40,2024-06-04,1-30,False,0.1213,2024-05-10
STMT_ACC_000526_202404,ACC_000526,2024-04-10,17535.87,80.34,2024-05-05,91+,True,0.3824,2024-04-10
STMT_ACC_000527_202603,ACC_000527,2026-03-01,10136.80,52.51,2026-03-26,91+,False,0.4595,2026-03-01
STMT_ACC_000527_202601,ACC_000527,2026-01-30,10157.17,97.91,2026-02-24,1-30,True,0.2185,2026-01-30
STMT_ACC_000527_202512,ACC_000527,2025-12-31,10424.42,52.66,2026-01-25,1-30,True,0.2644,2025-12-31
STMT_ACC_000527_202512,ACC_000527,2025-12-01,2167.37,55.04,2025-12-26,current,True,0.3023,2025-12-01
STMT_ACC_000527_202511,ACC_000527,2025-11-01,4395.71,41.55,2025-11-26,91+,False,0.3299,2025-11-01
STMT_ACC_000527_202510,ACC_000527,2025-10-02,10678.01,47.62,2025-10-27,current,True,0.4012,2025-10-02
STMT_ACC_000527_202509,ACC_000527,2025-09-02,3654.41,71.64,2025-09-27,current,False,0.0378,2025-09-02
STMT_ACC_000527_202508,ACC_000527,2025-08-03,10626.11,48.00,2025-08-28,current,False,0.6707,2025-08-03
STMT_ACC_000527_202507,ACC_000527,2025-07-04,2614.44,61.66,2025-07-29,1-30,True,0.1739,2025-07-04
STMT_ACC_000527_202506,ACC_000527,2025-06-04,3877.94,42.05,2025-06-29,61-90,True,0.2708,2025-06-04
STMT_ACC_000527_202505,ACC_000527,2025-05-05,6976.40,84.05,2025-05-30,61-90,False,0.2187,2025-05-05
STMT_ACC_000527_202504,ACC_000527,2025-04-05,179.82,36.40,2025-04-30,91+,False,0.7086,2025-04-05
STMT_ACC_000527_202503,ACC_000527,2025-03-06,5222.07,63.53,2025-03-31,91+,False,0.4579,2025-03-06
STMT_ACC_000527_202502,ACC_000527,2025-02-04,8882.24,98.78,2025-03-01,current,False,0.1287,2025-02-04
STMT_ACC_000527_202501,ACC_000527,2025-01-05,1011.19,66.06,2025-01-30,current,True,0.4566,2025-01-05
STMT_ACC_000527_202412,ACC_000527,2024-12-06,4841.52,72.06,2024-12-31,91+,True,0.0370,2024-12-06
STMT_ACC_000527_202411,ACC_000527,2024-11-06,2307.85,53.34,2024-12-01,current,False,0.1434,2024-11-06
STMT_ACC_000528_202603,ACC_000528,2026-03-01,838.32,30.19,2026-03-26,current,False,0.7754,2026-03-01
STMT_ACC_000528_202601,ACC_000528,2026-01-30,1569.42,57.83,2026-02-24,current,False,0.5074,2026-01-30
STMT_ACC_000528_202512,ACC_000528,2025-12-31,5269.48,74.16,2026-01-25,current,True,0.5356,2025-12-31
STMT_ACC_000528_202512,ACC_000528,2025-12-01,5494.47,80.93,2025-12-26,31-60,True,0.5866,2025-12-01
STMT_ACC_000528_202511,ACC_000528,2025-11-01,8072.02,98.15,2025-11-26,1-30,False,0.4463,2025-11-01
STMT_ACC_000528_202510,ACC_000528,2025-10-02,7030.51,77.58,2025-10-27,current,False,0.0594,2025-10-02
STMT_ACC_000528_202509,ACC_000528,2025-09-02,1270.66,79.60,2025-09-27,current,True,0.7594,2025-09-02
STMT_ACC_000528_202508,ACC_000528,2025-08-03,4106.95,90.19,2025-08-28,91+,False,0.4875,2025-08-03
STMT_ACC_000528_202507,ACC_000528,2025-07-04,4775.76,96.60,2025-07-29,current,False,0.4886,2025-07-04
STMT_ACC_000528_202506,ACC_000528,2025-06-04,9496.73,49.30,2025-06-29,31-60,False,0.7596,2025-06-04
STMT_ACC_000528_202505,ACC_000528,2025-05-05,4398.92,66.18,2025-05-30,91+,True,0.6032,2025-05-05
STMT_ACC_000528_202504,ACC_000528,2025-04-05,6439.97,75.67,2025-04-30,current,True,0.7977,2025-04-05
STMT_ACC_000528_202503,ACC_000528,2025-03-06,8732.94,42.81,2025-03-31,1-30,False,0.2821,2025-03-06
STMT_ACC_000528_202502,ACC_000528,2025-02-04,5946.03,99.31,2025-03-01,31-60,False,0.4956,2025-02-04
STMT_ACC_000528_202501,ACC_000528,2025-01-05,5919.35,56.89,2025-01-30,current,True,0.7604,2025-01-05
STMT_ACC_000528_202412,ACC_000528,2024-12-06,8907.82,41.72,2024-12-31,31-60,True,0.7994,2024-12-06
STMT_ACC_000528_202411,ACC_000528,2024-11-06,5944.76,38.68,2024-12-01,91+,True,0.0730,2024-11-06
STMT_ACC_000528_202410,ACC_000528,2024-10-07,5001.87,44.60,2024-11-01,1-30,True,0.4791,2024-10-07
STMT_ACC_000528_202409,ACC_000528,2024-09-07,3389.01,51.45,2024-10-02,current,False,0.4695,2024-09-07
STMT_ACC_000528_202408,ACC_000528,2024-08-08,1173.00,31.74,2024-09-02,current,False,0.5513,2024-08-08
STMT_ACC_000528_202407,ACC_000528,2024-07-09,10237.48,51.13,2024-08-03,1-30,False,0.7909,2024-07-09
STMT_ACC_000528_202406,ACC_000528,2024-06-09,1649.20,54.65,2024-07-04,61-90,True,0.2254,2024-06-09
STMT_ACC_000528_202405,ACC_000528,2024-05-10,2351.73,63.21,2024-06-04,current,False,0.3820,2024-05-10
STMT_ACC_000529_202603,ACC_000529,2026-03-01,5662.14,74.45,2026-03-26,61-90,True,0.5010,2026-03-01
STMT_ACC_000529_202601,ACC_000529,2026-01-30,6935.64,48.15,2026-02-24,91+,False,0.4510,2026-01-30
STMT_ACC_000529_202512,ACC_000529,2025-12-31,14714.26,63.91,2026-01-25,current,False,0.6119,2025-12-31
STMT_ACC_000529_202512,ACC_000529,2025-12-01,1014.03,42.46,2025-12-26,current,True,0.3572,2025-12-01
STMT_ACC_000529_202511,ACC_000529,2025-11-01,19086.86,38.47,2025-11-26,61-90,False,0.1052,2025-11-01
STMT_ACC_000529_202510,ACC_000529,2025-10-02,11376.56,58.66,2025-10-27,current,False,0.0718,2025-10-02
STMT_ACC_000529_202509,ACC_000529,2025-09-02,4084.62,71.24,2025-09-27,current,False,0.0445,2025-09-02
STMT_ACC_000529_202508,ACC_000529,2025-08-03,10673.16,60.31,2025-08-28,1-30,True,0.2028,2025-08-03
STMT_ACC_000529_202507,ACC_000529,2025-07-04,4504.79,30.69,2025-07-29,current,False,0.0736,2025-07-04
STMT_ACC_000529_202506,ACC_000529,2025-06-04,4024.76,63.33,2025-06-29,91+,False,0.6172,2025-06-04
STMT_ACC_000529_202505,ACC_000529,2025-05-05,14463.03,50.84,2025-05-30,current,False,0.3018,2025-05-05
STMT_ACC_000529_202504,ACC_000529,2025-04-05,13877.99,79.08,2025-04-30,61-90,False,0.3128,2025-04-05
STMT_ACC_000529_202503,ACC_000529,2025-03-06,198.05,84.59,2025-03-31,91+,False,0.2219,2025-03-06
STMT_ACC_000529_202502,ACC_000529,2025-02-04,17879.97,66.46,2025-03-01,31-60,True,0.3177,2025-02-04
STMT_ACC_000529_202501,ACC_000529,2025-01-05,16153.79,66.94,2025-01-30,61-90,False,0.4567,2025-01-05
STMT_ACC_000529_202412,ACC_000529,2024-12-06,5545.49,31.53,2024-12-31,current,False,0.4588,2024-12-06
STMT_ACC_000529_202411,ACC_000529,2024-11-06,7198.99,29.91,2024-12-01,current,False,0.5740,2024-11-06
STMT_ACC_000529_202410,ACC_000529,2024-10-07,7030.84,29.41,2024-11-01,current,True,0.4433,2024-10-07
STMT_ACC_000529_202409,ACC_000529,2024-09-07,9913.82,52.45,2024-10-02,current,False,0.0120,2024-09-07
STMT_ACC_000529_202408,ACC_000529,2024-08-08,3850.24,65.45,2024-09-02,91+,False,0.1275,2024-08-08
STMT_ACC_000529_202407,ACC_000529,2024-07-09,19591.60,85.87,2024-08-03,31-60,False,0.3002,2024-07-09
STMT_ACC_000529_202406,ACC_000529,2024-06-09,5651.09,52.99,2024-07-04,current,True,0.3959,2024-06-09
STMT_ACC_000529_202405,ACC_000529,2024-05-10,14225.17,99.82,2024-06-04,1-30,True,0.2581,2024-05-10
STMT_ACC_000529_202404,ACC_000529,2024-04-10,8126.23,55.63,2024-05-05,31-60,False,0.4337,2024-04-10
STMT_ACC_000530_202603,ACC_000530,2026-03-01,2229.10,67.26,2026-03-26,current,True,0.7146,2026-03-01
STMT_ACC_000530_202601,ACC_000530,2026-01-30,6251.12,93.26,2026-02-24,current,True,0.3851,2026-01-30
STMT_ACC_000530_202512,ACC_000530,2025-12-31,6708.34,64.53,2026-01-25,current,False,0.7877,2025-12-31
STMT_ACC_000530_202512,ACC_000530,2025-12-01,6875.56,26.61,2025-12-26,91+,False,0.0452,2025-12-01
STMT_ACC_000530_202511,ACC_000530,2025-11-01,1930.48,48.65,2025-11-26,61-90,False,0.5902,2025-11-01
STMT_ACC_000530_202510,ACC_000530,2025-10-02,6755.88,28.87,2025-10-27,current,False,0.0966,2025-10-02
STMT_ACC_000530_202509,ACC_000530,2025-09-02,2130.67,76.25,2025-09-27,91+,False,0.0984,2025-09-02
STMT_ACC_000530_202508,ACC_000530,2025-08-03,999.07,72.43,2025-08-28,1-30,False,0.6731,2025-08-03
STMT_ACC_000530_202507,ACC_000530,2025-07-04,4052.57,30.22,2025-07-29,current,True,0.5131,2025-07-04
