account_id,customer_id,product_id,credit_limit,apr,cycle_day,open_date,close_date,status,created_at
ACC_000495,CUST_000638,SILVER,5000,0.2175,19,2024-01-02,,active,2024-03-30 12:13:15.108337
ACC_000496,CUST_000018,PLATINUM,1000,0.2482,7,2025-02-24,,active,2025-03-11 20:24:16.311054
ACC_000497,CUST_000561,SILVER,500,0.2146,2,2024-05-01,,active,2025-04-01 07:12:46.978964
ACC_000498,CUST_000824,PLATINUM,1000,0.1781,27,2024-10-17,,active,2024-10-31 16:34:33.838977
ACC_000499,CUST_000944,GOLD,25000,0.2234,14,2024-12-03,,active,2025-02-20 14:48:36.217329
ACC_000500,CUST_000364,SILVER,500,0.1922,10,2025-01-29,,active,2026-01-26 07:49:58.155737
ACC_000501,CUST_000761,PLATINUM,2500,0.2214,14,2024-12-09,,active,2025-05-31 15:50:41.694304
ACC_000502,CUST_000499,PLATINUM,15000,0.2113,2,2025-01-08,2025-04-06,active,2024-12-16 14:07:25.180017
ACC_000503,CUST_000642,PLATINUM,2500,0.2329,15,2024-05-29,,active,2025-07-01 01:04:03.481796
ACC_000504,CUST_000655,BUSINESS,10000,0.1724,17,2025-01-26,,active,2025-06-23 23:33:09.465727
ACC_000505,CUST_000771,PLATINUM,25000,0.1634,22,2025-02-26,,active,2025-02-03 20:29:57.627177
ACC_000506,CUST_000005,SILVER,15000,0.2299,10,2025-02-12,,active,2025-11-01 12:00:37.313606
ACC_000507,CUST_000098,PLATINUM,10000,0.1593,4,2024-11-10,,closed,2025-08-24 13:59:03.781530
ACC_000508,CUST_000281,BUSINESS,15000,0.1731,20,2024-02-01,,active,2024-08-20 02:58:31.936008
ACC_000509,CUST_000534,SILVER,5000,0.1503,15,2024-12-19,,active,2024-09-04 22:35:23.590052
ACC_000510,CUST_000046,PLATINUM,10000,0.2230,17,2025-02-17,,active,2025-01-08 22:30:57.913899
ACC_000511,CUST_000192,SILVER,5000,0.2310,27,2025-01-06,,active,2025-05-17 00:43:16.053035
ACC_000512,CUST_000540,PLATINUM,5000,0.2238,19,2024-12-09,,active,2025-02-08 17:16:56.019560
ACC_000513,CUST_000803,SILVER,1000,0.1754,26,2024-11-19,,active,2025-07-05 11:26:06.257167
ACC_000514,CUST_000971,BUSINESS,5000,0.1710,18,2024-11-17,,active,2025-02-28 17:07:09.098240
ACC_000515,CUST_000583,SILVER,15000,0.2093,4,2024-04-19,,active,2024-02-21 15:11:05.026784
ACC_000516,CUST_000595,PLATINUM,2500,0.2486,4,2024-06-15,,active,2024-03-26 02:37:06.454255
ACC_000517,CUST_000389,GOLD,5000,0.2249,22,2024-05-08,,active,2026-01-20 08:07:44.956694
ACC_000518,CUST_000337,GOLD,10000,0.2202,16,2024-07-23,,active,2024-12-31 21:20:13.722490
ACC_000519,CUST_000215,BUSINESS,500,0.2191,28,2024-09-23,,active,2025-07-12 08:17:00.467276
ACC_000520,CUST_000903,GOLD,5000,0.1597,15,2024-02-05,,active,2024-10-19 16:57:38.288570
ACC_000521,CUST_000531,GOLD,2500,0.2166,8,2024-02-09,,active,2025-03-16 01:17:50.866481
ACC_000522,CUST_000759,BUSINESS,500,0.1662,13,2025-01-03,,active,2025-04-07 16:15:55.838645
ACC_000523,CUST_000036,PLATINUM,2500,0.1742,10,2024-01-17,,active,2025-09-23 09:48:27.271579
ACC_000524,CUST_000997,BUSINESS,25000,0.2369,15,2024-11-11,,active,2025-08-14 15:54:15.786702
ACC_000525,CUST_000461,PLATINUM,5000,0.1900,20,2024-12-24,,active,2025-11-21 09:05:59.123156
ACC_000526,CUST_000449,BUSINESS,25000,0.2017,18,2024-02-16,,active,2025-01-14 19:27:10.998020
ACC_000527,CUST_000672,BUSINESS,15000,0.2262,21,2024-11-02,,active,2026-01-21 11:46:41.188178
ACC_000528,CUST_000176,BUSINESS,15000,0.2294,25,2024-04-28,,active,2024-10-03 13:58:19.209696
ACC_000529,CUST_000153,BUSINESS,25000,0.1972,23,2024-02-28,2024-06-10,active,2024-03-22 15:32:27.874801
ACC_000530,CUST_000827,GOLD,10000,0.1976,25,2024-01-16,2024-11-01,active,2024-01-12 05:01:16.281854
ACC_000531,CUST_000992,GOLD,2500,0.2419,26,2024-04-28,,active,2024-05-27 10:05:47.735839
ACC_000532,CUST_000660,PLATINUM,5000,0.1593,3,2024-11-23,,active,2025-09-15 02:24:59.366149
ACC_000533,CUST_000298,PLATINUM,15000,0.2272,13,2024-10-14,,active,2026-02-17 17:05:25.775038
ACC_000534,CUST_000235,SILVER,15000,0.2135,16,2024-05-01,,active,2025-11-13 14:57:23.380469
ACC_000535,CUST_000971,PLATINUM,500,0.2396,18,2024-08-22,,active,2025-09-03 02:55:53.057728
ACC_000536,CUST_000853,SILVER,2500,0.2366,28,2024-03-10,,active,2026-02-22 05:39:01.275326
ACC_000537,CUST_000292,SILVER,25000,0.2405,5,2024-09-30,,active,2025-11-13 07:44:21.134995
ACC_000538,CUST_000517,BUSINESS,1000,0.2040,1,2024-09-04,,active,2025-09-22 12:38:47.260413
ACC_000539,CUST_000555,BUSINESS,2500,0.1874,5,2024-07-07,,active,2024-02-01 00:24:14.417664
ACC_000540,CUST_000164,SILVER,10000,0.2054,27,2024-07-21,,active,2025-08-07 22:57:49.416990
ACC_000541,CUST_000210,GOLD,2500,0.2062,4,2024-07-01,,active,2025-03-15 18:32:24.052658
ACC_000542,CUST_000832,GOLD,1000,0.2147,15,2024-01-05,,active,2025-08-21 14:08:07.684716
ACC_000543,CUST_000496,BUSINESS,2500,0.1692,10,2024-09-05,,active,2025-05-11 08:06:05.337247
ACC_000544,CUST_000629,BUSINESS,5000,0.1727,1,2024-09-19,,active,2024-02-23 10:54:54.974738
ACC_000545,CUST_000613,BUSINESS,2500,0.1829,22,2024-02-19,,active,2024-07-29 20:58:43.866158
ACC_000546,CUST_000246,PLATINUM,15000,0.2003,7,2024-11-24,,active,2024-03-17 22:30:43.952577
ACC_000547,CUST_000213,SILVER,15000,0.2315,20,2024-08-04,,active,2024-11-16 20:06:16.255953
ACC_000548,CUST_000309,SILVER,10000,0.2479,7,2024-03-26,,closed,2024-05-14 10:48:59.018038
ACC_000549,CUST_000861,GOLD,500,0.2059,27,2025-01-25,,active,2025-10-12 06:21:18.546000
ACC_000550,CUST_000456,GOLD,10000,0.2194,3,2025-02-23,,active,2025-10-21 02:24:45.299544
ACC_000551,CUST_000780,PLATINUM,500,0.2105,6,2024-01-29,,active,2025-05-17 03:50:01.074470
ACC_000552,CUST_000336,GOLD,500,0.2122,26,2024-10-09,,active,2024-06-08 10:10:33.380392
ACC_000553,CUST_000230,PLATINUM,2500,0.1648,22,2024-11-16,,active,2024-04-09 17:02:44.560905
ACC_000554,CUST_000455,BUSINESS,1000,0.2265,14,2024-03-22,,active,2024-01-19 12:13:34.730549
ACC_000555,CUST_000437,GOLD,1000,0.1979,18,2024-02-03,,active,2025-01-08 20:39:44.400247
ACC_000556,CUST_000970,SILVER,25000,0.2398,28,2024-05-08,,active,2025-05-29 00:16:39.423133
ACC_000557,CUST_000722,PLATINUM,1000,0.1588,24,2024-02-16,,active,2024-05-31 04:46:50.654541
ACC_000558,CUST_000086,SILVER,10000,0.2383,14,2024-08-08,,active,2026-02-17 06:30:14.548498
ACC_000559,CUST_000895,SILVER,5000,0.1664,2,2024-06-28,,active,2024-09-01 03:08:11.068819
ACC_000560,CUST_000291,PLATINUM,15000,0.2201,21,2024-09-23,,active,2025-02-09 08:55:44.122837
ACC_000561,CUST_000835,GOLD,15000,0.1934,12,2024-10-20,,active,2024-12-16 00:11:53.594318
ACC_000562,CUST_000813,BUSINESS,10000,0.2194,14,2024-07-03,,active,2024-02-17 19:34:28.117643
ACC_000563,CUST_000578,GOLD,5000,0.2287,25,2024-06-03,,active,2024-06-15 17:15:27.888745
ACC_000564,CUST_000306,SILVER,500,0.2449,28,2024-06-22,,active,2025-08-20 14:56:49.136244
ACC_000565,CUST_000128,PLATINUM,1000,0.1593,26,2024-01-28,,active,2024-01-12 22:58:28.364667
ACC_000566,CUST_000441,SILVER,25000,0.1759,5,2024-03-05,,active,2024-10-12 06:10:16.537303
ACC_000567,CUST_000934,BUSINESS,1000,0.1993,10,2024-08-20,,closed,2024-05-22 03:37:23.845971
ACC_000568,CUST_000211,GOLD,10000,0.1815,21,2024-02-11,,active,2024-05-21 20:27:25.123716
ACC_000569,CUST_000465,PLATINUM,1000,0.1963,16,2024-11-28,,active,2024-12-23 18:09:52.759399
ACC_000570,CUST_000136,PLATINUM,5000,0.1541,13,2024-02-21,,active,2024-07-23 11:24:38.477067
ACC_000571,CUST_000175,BUSINESS,2500,0.2440,25,2024-08-28,,active,2024-06-17 06:36:38.231500
ACC_000572,CUST_000420,SILVER,1000,0.1510,24,2024-02-20,,active,2024-09-18 21:57:21.451059
ACC_000573,CUST_000890,SILVER,500,0.1755,7,2024-12-09,,active,2024-09-08 01:44:43.024159
ACC_000574,CUST_000830,BUSINESS,25000,0.2385,14,2024-05-26,,active,2024-06-27 12:37:18.269205
ACC_000575,CUST_000506,PLATINUM,5000,0.1715,18,2024-12-22,,active,2026-02-17 07:19:10.116071
ACC_000576,CUST_000080,GOLD,2500,0.1823,13,2024-06-17,,active,2024-01-13 21:45:50.379316
ACC_000577,CUST_000805,SILVER,10000,0.2084,16,2024-02-01,,active,2025-07-20 03:39:12.556752
ACC_000578,CUST_000122,SILVER,15000,0.1717,11,2024-12-03,,active,2024-03-13 03:10:28.015881
ACC_000579,CUST_000135,BUSINESS,1000,0.2432,19,2024-04-04,,active,2024-06-07 09:40:01.005538
ACC_000580,CUST_000236,GOLD,5000,0.1656,12,2024-11-05,,closed,2024-05-23 23:50:40.216263
ACC_000581,CUST_000206,SILVER,15000,0.2242,26,2025-01-21,,active,2025-02-09 20:21:56.691953
ACC_000582,CUST_000275,BUSINESS,2500,0.1713,14,2024-12-25,,active,2025-12-09 14:42:24.804594
ACC_000583,CUST_000392,SILVER,1000,0.1686,11,2024-08-06,,active,2024-10-04 00:22:54.382921
ACC_000584,CUST_000371,GOLD,15000,0.2063,17,2024-11-26,,closed,2025-01-21 21:16:51.981216
ACC_000585,CUST_000409,SILVER,2500,0.1661,24,2024-02-10,,active,2025-04-06 07:53:26.681137
ACC_000586,CUST_000778,GOLD,2500,0.1795,15,2024-01-20,,active,2025-01-27 04:48:52.737502
ACC_000587,CUST_000944,PLATINUM,5000,0.2185,19,2024-05-28,,active,2025-09-01 01:54:01.827623
ACC_000588,CUST_000365,GOLD,500,0.1989,26,2024-06-15,2025-09-30,active,2025-12-08 04:20:35.052032
ACC_000589,CUST_000854,GOLD,25000,0.2479,26,2024-06-02,,active,2024-06-05 11:13:36.055969
ACC_000590,CUST_000218,BUSINESS,500,0.2089,15,2024-02-06,,active,2024-07-06 04:33:39.083258
ACC_000591,CUST_000328,BUSINESS,10000,0.1834,13,2024-02-12,,active,2025-05-25 18:21:59.533377
ACC_000592,CUST_000460,PLATINUM,500,0.1826,12,2025-01-05,,active,2025-07-19 05:56:05.489386
ACC_000593,CUST_000292,PLATINUM,500,0.1699,6,2024-04-09,,active,2024-04-22 08:26:19.206133
ACC_000594,CUST_000267,SILVER,2500,0.2377,5,2024-06-15,2025-06-01,active,2024-09-08 08:01:34.926295
ACC_000595,CUST_000000,SILVER,15000,0.1803,6,2024-10-16,,closed,2025-10-13 07:16:06.037044
ACC_000596,CUST_000013,GOLD,15000,0.1581,21,2024-10-15,,active,2024-06-14 09:16:33.899933
ACC_000597,CUST_000687,SILVER,500,0.2067,16,2025-02-15,,active,2024-08-09 03:52:47.909337
ACC_000598,CUST_000600,GOLD,1000,0.2128,27,2024-12-30,,active,2024-02-25 20:46:51.159507
ACC_000599,CUST_000111,PLATINUM,500,0.2050,24,2024-02-19,,active,2025-01-10 07:55:53.958060
ACC_000600,CUST_000628,SILVER,10000,0.1794,22,2024-07-05,,active,2024-05-25 02:37:05.922269
ACC_000601,CUST_000917,BUSINESS,1000,0.2334,21,2024-04-21,,active,2024-08-11 19:39:39.160518
ACC_000602,CUST_000539,BUSINESS,5000,0.1671,27,2025-01-13,,active,2024-10-19 10:45:02.740261
ACC_000603,CUST_000294,SILVER,2500,0.2141,19,2024-11-27,,closed,2024-01-26 16:17:59.628394
ACC_000604,CUST_000020,PLATINUM,1000,0.1749,16,2024-06-19,,active,2025-07-08 23:05:30.448363
ACC_000605,CUST_000642,GOLD,5000,0.1824,9,2024-11-21,,active,2024-04-16 21:12:08.613000
ACC_000606,CUST_000006,SILVER,1000,0.1521,6,2024-11-10,,active,2025-04-22 19:33:30.517468
ACC_000607,CUST_000097,PLATINUM,15000,0.2274,26,2024-09-18,,active,2025-01-25 17:58:09.172216
ACC_000608,CUST_000474,PLATINUM,10000,0.1684,20,2024-06-25,,active,2024-10-31 22:42:47.121103
ACC_000609,CUST_000438,GOLD,5000,0.2241,26,2024-10-08,,active,2025-03-15 21:32:19.699987
ACC_000610,CUST_000690,SILVER,1000,0.2001,14,2024-06-17,,active,2025-04-20 23:58:30.384113
ACC_000611,CUST_000558,PLATINUM,2500,0.2393,25,2024-01-28,,active,2024-09-23 01:38:14.410583
ACC_000612,CUST_000878,BUSINESS,1000,0.2278,2,2024-01-04,,active,2026-01-04 23:24:17.568983
ACC_000613,CUST_000468,BUSINESS,500,0.2212,19,2024-12-06,,active,2024-07-22 21:23:34.133327
ACC_000614,CUST_000210,GOLD,5000,0.2282,22,2024-08-31,,active,2024-09-15 10:05:13.450168
ACC_000615,CUST_000720,PLATINUM,2500,0.1597,14,2024-01-25,,active,2024-12-06 07:28:14.331696
ACC_000616,CUST_000331,BUSINESS,10000,0.2054,26,2024-07-26,,active,2024-11-22 12:13:29.894857
ACC_000617,CUST_000780,BUSINESS,25000,0.2252,1,2024-09-20,2024-02-12,active,2025-06-29 10:49:04.588620
ACC_000618,CUST_000787,PLATINUM,10000,0.1787,14,2025-02-03,,active,2024-05-29 19:13:47.860757
ACC_000619,CUST_000328,PLATINUM,15000,0.2018,6,2024-11-01,,active,2024-11-02 14:03:44.979074
ACC_000620,CUST_000500,BUSINESS,2500,0.1523,1,2024-10-17,,active,2024-03-21 02:57:58.755578
ACC_000621,CUST_000661,PLATINUM,10000,0.1678,9,2024-10-05,,active,2024-07-18 01:13:43.425799
ACC_000622,CUST_000743,SILVER,2500,0.1864,17,2024-11-30,,active,2024-12-20 17:40:44.564396
ACC_000623,CUST_000621,BUSINESS,25000,0.2143,4,2024-08-15,,active,2024-07-09 20:11:36.954406
ACC_000624,CUST_000578,GOLD,10000,0.1529,19,2024-08-26,,closed,2026-02-11 21:39:31.887503
ACC_000625,CUST_000537,PLATINUM,15000,0.1959,15,2024-08-01,,active,2024-10-05 10:44:56.876707
ACC_000626,CUST_000174,GOLD,500,0.2471,21,2024-09-02,2024-01-13,active,2025-03-24 23:19:57.985925
ACC_000627,CUST_000262,SILVER,15000,0.1712,2,2025-02-25,,active,2025-06-08 14:59:05.234833
ACC_000628,CUST_000989,BUSINESS,15000,0.1904,6,2024-02-09,,active,2025-03-22 22:37:35.218164
ACC_000629,CUST_000293,GOLD,5000,0.1530,4,2024-11-24,,active,2024-01-30 12:55:45.661362
ACC_000630,CUST_000123,GOLD,5000,0.2445,19,2024-06-16,,active,2025-06-19 23:37:58.255775
ACC_000631,CUST_000778,SILVER,2500,0.2302,26,2025-02-20,,closed,2024-02-16 21:42:30.758577
ACC_000632,CUST_000310,GOLD,5000,0.2161,25,2024-09-03,2025-07-30,active,2025-05-05 14:12:57.062586
ACC_000633,CUST_000771,BUSINESS,5000,0.1839,6,2024-12-31,,active,2025-12-27 06:23:16.581979
ACC_000634,CUST_000064,BUSINESS,10000,0.2238,4,2024-12-02,,active,2025-12-31 12:02:28.786336
ACC_000635,CUST_000928,PLATINUM,1000,0.2461,22,2024-12-27,,active,2025-04-17 02:43:22.312946
ACC_000636,CUST_000763,GOLD,2500,0.2119,15,2024-05-05,,active,2024-01-20 05:20:11.882776
ACC_000637,CUST_000656,SILVER,2500,0.2243,11,2024-01-23,,active,2024-03-19 11:07:00.607625
ACC_000638,CUST_000438,SILVER,15000,0.1592,4,2024-12-20,,active,2026-02-19 07:37:57.854410
ACC_000639,CUST_000614,SILVER,15000,0.1524,19,2024-06-30,,active,2025-06-11 07:11:28.387315
ACC_000640,CUST_000701,PLATINUM,25000,0.2194,5,2024-09-29,2024-08-30,active,2024-08-08 16:16:37.273319
ACC_000641,CUST_000779,SILVER,10000,0.2232,28,2024-10-16,,active,2024-11-06 19:36:59.247819
ACC_000642,CUST_000754,PLATINUM,1000,0.2026,5,2024-04-20,,active,2025-10-09 10:47:00.526155
ACC_000643,CUST_000870,GOLD,2500,0.2111,9,2024-11-20,,active,2024-06-27 22:31:06.855679
ACC_000644,CUST_000573,BUSINESS,5000,0.2408,27,2024-05-20,,active,2024-06-25 20:57:22.962103
ACC_000645,CUST_000831,BUSINESS,500,0.2119,19,2024-08-09,,active,2024-06-28 09:26:51.456691
ACC_000646,CUST_000475,PLATINUM,500,0.2377,18,2024-04-24,,active,2024-03-10 06:40:06.988276
ACC_000647,CUST_000313,GOLD,1000,0.1708,23,2024-09-01,,closed,2024-01-22 19:15:52.880450
ACC_000648,CUST_000300,SILVER,25000,0.2411,8,2024-02-17,,active,2024-03-09 12:08:45.067670
ACC_000649,CUST_000429,PLATINUM,5000,0.1789,25,2024-01-25,,active,2026-01-26 02:28:48.714132
ACC_000650,CUST_000540,PLATINUM,500,0.1883,2,2024-05-16,,active,2025-10-11 19:45:16.402502
ACC_000651,CUST_000626,GOLD,500,0.1753,26,2024-06-07,,active,2024-05-19 02:39:17.791616
ACC_000652,CUST_000834,GOLD,15000,0.2335,25,2024-05-25,,active,2025-03-18 17:34:39.268617
ACC_000653,CUST_000929,SILVER,2500,0.1976,15,2024-11-19,,active,2024-11-11 01:19:12.190018
ACC_000654,CUST_000063,PLATINUM,15000,0.2316,12,2024-10-18,,active,2024-02-01 17:34:08.527460
ACC_000655,CUST_000607,SILVER,10000,0.2347,25,2024-09-27,,active,2025-08-16 03:22:25.222647
ACC_000656,CUST_000764,PLATINUM,1000,0.2445,23,2025-01-14,,active,2025-08-31 20:40:06.716973
ACC_000657,CUST_000730,GOLD,15000,0.1843,8,2024-10-25,2024-07-08,active,2024-03-25 17:32:12.024793
ACC_000658,CUST_000683,GOLD,10000,0.2149,9,2024-10-29,,active,2024-09-12 10:31:50.034875
ACC_000659,CUST_000790,GOLD,10000,0.1659,24,2024-01-14,,active,2024-11-17 00:24:40.451468
ACC_000660,CUST_000475,BUSINESS,500,0.2423,28,2024-04-24,,active,2026-01-27 17:36:42.912390
ACC_000661,CUST_000889,SILVER,15000,0.1930,24,2024-11-08,,closed,2025-01-11 00:18:56.342414
ACC_000662,CUST_000051,PLATINUM,10000,0.1788,11,2024-03-17,,active,2024-12-29 04:58:26.263983
ACC_000663,CUST_000543,BUSINESS,15000,0.2040,18,2024-04-04,,active,2025-02-16 23:10:26.866802
ACC_000664,CUST_000511,SILVER,500,0.2284,11,2024-02-14,,active,2024-05-13 14:25:59.341727
ACC_000665,CUST_000415,BUSINESS,5000,0.1503,1,2024-12-05,,closed,2026-01-23 19:11:46.262614
ACC_000666,CUST_000217,PLATINUM,500,0.1833,21,2024-10-31,,active,2024-11-25 18:32:45.497334
ACC_000667,CUST_000921,GOLD,5000,0.1859,27,2025-02-14,,active,2025-09-02 00:54:57.620038
ACC_000668,CUST_000718,BUSINESS,2500,0.1586,24,2024-05-29,,active,2025-01-20 17:09:46.405724
ACC_000669,CUST_000875,PLATINUM,500,0.2084,6,2024-10-23,,active,2025-07-27 18:29:13.111706
ACC_000670,CUST_000362,GOLD,1000,0.1721,16,2024-09-11,,closed,2025-02-22 07:44:46.752631
ACC_000671,CUST_000513,GOLD,5000,0.2121,13,2024-03-28,,active,2025-01-29 09:12:19.605385
ACC_000672,CUST_000732,SILVER,500,0.1591,6,2025-02-03,,active,2025-03-08 11:03:13.626146
ACC_000673,CUST_000336,PLATINUM,500,0.2376,26,2024-01-28,,active,2025-01-28 13:19:10.382433
ACC_000674,CUST_000721,BUSINESS,25000,0.1988,3,2024-09-27,,active,2025-01-22 06:15:26.293382
ACC_000675,CUST_000070,BUSINESS,500,0.2336,6,2024-12-13,,active,2025-03-20 23:05:46.408242
ACC_000676,CUST_000615,SILVER,25000,0.1543,2,2024-12-18,,active,2025-02-23 21:30:37.427746
ACC_000677,CUST_000222,BUSINESS,2500,0.1941,22,2025-02-21,,active,2024-03-29 17:51:52.870943
ACC_000678,CUST_000571,SILVER,15000,0.1532,15,2024-07-15,,active,2025-07-10 16:19:26.739885
ACC_000679,CUST_000115,GOLD,15000,0.2416,23,2024-03-23,,closed,2024-01-23 11:54:07.068748
ACC_000680,CUST_000615,BUSINESS,15000,0.2157,21,2024-03-29,,active,2025-03-06 07:08:29.533775
ACC_000681,CUST_000629,PLATINUM,5000,0.1910,26,2025-01-24,,active,2026-01-29 08:08:55.906969
ACC_000682,CUST_000068,BUSINESS,500,0.1611,17,2024-08-20,,active,2024-12-04 04:47:40.483784
ACC_000683,CUST_000853,GOLD,5000,0.1728,10,2024-11-12,2025-03-12,active,2025-10-19 22:30:11.387483
ACC_000684,CUST_000860,SILVER,2500,0.2162,26,2024-08-19,,active,2024-03-15 12:36:41.228441
ACC_000685,CUST_000386,GOLD,500,0.1869,22,2024-03-26,2025-03-27,closed,2024-05-11 12:22:09.895034
ACC_000686,CUST_000358,PLATINUM,10000,0.2145,4,2024-04-04,,active,2024-08-09 06:53:33.449360
ACC_000687,CUST_000853,PLATINUM,15000,0.1844,27,2024-06-23,,active,2025-02-03 11:23:12.080033
ACC_000688,CUST_000012,SILVER,5000,0.1598,26,2025-01-08,,active,2024-06-28 05:51:06.352741
ACC_000689,CUST_000071,SILVER,1000,0.1606,20,2024-05-28,,active,2024-05-10 04:37:31.581927
ACC_000690,CUST_000124,PLATINUM,5000,0.2231,24,2024-11-28,,active,2025-05-22 14:19:53.019811
ACC_000691,CUST_000562,GOLD,500,0.1572,8,2025-01-10,,active,2024-09-30 13:30:47.011734
ACC_000692,CUST_000771,SILVER,1000,0.2167,28,2024-10-19,,active,2025-03-22 08:12:36.189239
ACC_000693,CUST_000697,GOLD,1000,0.2443,16,2024-11-24,,active,2025-01-29 23:11:28.508119
ACC_000694,CUST_000785,SILVER,500,0.2355,20,2024-09-06,,active,2024-07-28 00:00:48.700672
ACC_000695,CUST_000383,GOLD,5000,0.1572,14,2025-02-02,,active,2025-12-02 19:41:06.977724
ACC_000696,CUST_000045,BUSINESS,1000,0.1687,12,2024-01-02,,active,2024-12-14 04:07:01.094882
ACC_000697,CUST_000527,BUSINESS,2500,0.2390,28,2024-04-13,,active,2025-03-24 18:22:14.624522
ACC_000698,CUST_000012,GOLD,500,0.2328,5,2024-10-27,,active,2024-11-25 09:44:09.510077
ACC_000699,CUST_000880,PLATINUM,1000,0.2436,24,2024-10-09,,active,2024-06-23 20:02:39.840627
ACC_000700,CUST_000889,PLATINUM,10000,0.2301,3,2024-05-16,,active,2025-11-02 09:34:59.535556
ACC_000701,CUST_000545,GOLD,5000,0.1893,19,2025-02-26,,closed,2025-11-24 01:20:04.543918
ACC_000702,CUST_000377,BUSINESS,15000,0.2051,25,2024-10-25,,active,2025-04-11 19:45:14.196621
ACC_000703,CUST_000335,BUSINESS,500,0.1567,21,2024-06-22,,active,2024-01-16 04:06:20.983413
ACC_000704,CUST_000942,SILVER,25000,0.2121,18,2024-12-22,,active,2025-10-11 22:14:17.857230
ACC_000705,CUST_000595,PLATINUM,10000,0.2437,15,2024-12-16,,active,2025-08-25 16:09:07.396114
ACC_000706,CUST_000097,GOLD,15000,0.2492,11,2024-06-30,,active,2025-06-21 15:25:17.633180
ACC_000707,CUST_000399,GOLD,15000,0.1958,4,2024-02-10,,active,2025-04-24 15:02:44.779087
ACC_000708,CUST_000651,SILVER,1000,0.1717,7,2024-12-22,,active,2025-11-12 12:18:19.292325
ACC_000709,CUST_000177,PLATINUM,25000,0.1901,19,2024-04-18,,active,2024-08-06 12:36:45.231625
ACC_000710,CUST_000042,GOLD,25000,0.1858,5,2024-09-13,,active,2024-03-15 03:17:40.199486
ACC_000711,CUST_000765,BUSINESS,25000,0.1513,23,2024-05-22,,active,2025-03-18 12:33:24.205950
ACC_000712,CUST_000946,PLATINUM,500,0.2492,16,2024-07-16,,active,2024-10-16 08:27:02.832428
ACC_000713,CUST_000675,BUSINESS,2500,0.1819,12,2024-04-21,,active,2025-03-29 14:46:14.801926
ACC_000714,CUST_000123,GOLD,1000,0.1918,4,2024-05-17,,active,2025-10-03 17:33:46.998784
ACC_000715,CUST_000301,SILVER,500,0.2114,21,2024-05-21,,active,2024-04-05 18:39:43.227813
ACC_000716,CUST_000215,BUSINESS,10000,0.1696,28,2024-10-30,,active,2024-07-15 12:55:53.463855
ACC_000717,CUST_000461,PLATINUM,25000,0.1786,16,2024-11-17,2024-12-24,active,2024-05-01 16:41:51.302006
ACC_000718,CUST_000497,SILVER,5000,0.1624,27,2024-05-28,,active,2024-11-06 12:58:56.986358
ACC_000719,CUST_000483,PLATINUM,15000,0.2248,12,2024-03-29,,active,2025-11-30 16:01:48.137980
ACC_000720,CUST_000701,BUSINESS,1000,0.1677,21,2024-02-22,,active,2024-06-01 12:39:53.268989
ACC_000721,CUST_000966,GOLD,2500,0.1541,16,2024-07-11,,active,2025-01-28 07:33:17.456177
ACC_000722,CUST_000472,GOLD,1000,0.1984,24,2024-11-20,,active,2024-06-11 02:29:08.151121
ACC_000723,CUST_000059,GOLD,500,0.2171,24,2025-01-11,,active,2025-02-17 05:35:58.208197
ACC_000724,CUST_000638,PLATINUM,500,0.2389,1,2024-07-07,,active,2025-09-25 03:00:47.308409
ACC_000725,CUST_000744,GOLD,500,0.1945,15,2024-03-07,,active,2025-05-19 05:52:48.542193
ACC_000726,CUST_000558,GOLD,500,0.1906,22,2024-04-30,,active,2025-01-17 21:11:25.238724
ACC_000727,CUST_000591,BUSINESS,500,0.1949,3,2024-05-06,,closed,2025-03-11 19:45:37.054727
ACC_000728,CUST_000117,SILVER,10000,0.2156,18,2025-01-08,,active,2024-02-07 06:23:33.849100
ACC_000729,CUST_000114,BUSINESS,1000,0.2381,8,2025-02-05,,active,2025-02-23 03:34:06.542173
ACC_000730,CUST_000337,SILVER,500,0.1625,15,2024-05-29,,active,2024-07-29 20:40:07.715041
ACC_000731,CUST_000726,GOLD,25000,0.1999,25,2024-09-26,,active,2025-05-11 01:10:01.181483
ACC_000732,CUST_000790,GOLD,15000,0.1852,12,2024-08-20,,active,2024-12-23 16:29:12.154891
ACC_000733,CUST_000232,SILVER,10000,0.1942,12,2024-07-16,,active,2024-08-29 10:20:17.729655
ACC_000734,CUST_000299,SILVER,2500,0.2461,15,2024-12-28,,active,2025-10-14 01:43:59.215935
ACC_000735,CUST_000188,BUSINESS,15000,0.2332,25,2024-04-15,,active,2025-11-08 01:42:17.573962
ACC_000736,CUST_000301,SILVER,500,0.1860,13,2025-01-25,,active,2024-01-29 17:53:53.683867
ACC_000737,CUST_000812,SILVER,15000,0.1878,7,2024-03-26,,active,2025-05-22 09:37:40.905490
ACC_000738,CUST_000330,GOLD,500,0.2243,11,2025-01-19,,closed,2025-08-30 14:39:04.250638
ACC_000739,CUST_000192,BUSINESS,1000,0.1993,15,2024-01-08,,active,2025-09-23 00:32:59.816975
ACC_000740,CUST_000757,SILVER,5000,0.2036,28,2025-02-12,,active,2025-11-01 04:14:47.256128
ACC_000741,CUST_000338,GOLD,25000,0.1932,25,2025-01-31,,active,2024-09-30 22:28:46.646208
ACC_000742,CUST_000530,PLATINUM,5000,0.1793,15,2024-10-18,,closed,2025-12-18 11:23:24.945237
