payment_id,account_id,payment_date,amount,payment_type,autopay_flag,created_at
PAY_0000734,ACC_000368,2025-12-10,1346.35,wire,True,2025-12-10
PAY_0000735,ACC_000057,2024-12-02,210.27,online,True,2024-12-02
PAY_0000736,ACC_001021,2025-02-27,1464.73,wire,True,2025-02-27
PAY_0000737,ACC_000710,2024-07-16,375.29,ach,True,2024-07-16
PAY_0000738,ACC_001079,2024-05-16,552.57,ach,False,2024-05-16
PAY_0000739,ACC_001155,2025-06-01,353.46,wire,False,2025-06-01
PAY_0000740,ACC_000478,2024-02-09,71.44,ach,False,2024-02-09
PAY_0000741,ACC_000988,2024-09-14,250.02,wire,False,2024-09-14
PAY_0000742,ACC_000274,2024-08-31,1305.37,ach,True,2024-08-31
PAY_0000743,ACC_000300,2024-08-08,1881.99,check,False,2024-08-08
PAY_0000744,ACC_000481,2025-12-13,1910.19,check,True,2025-12-13
PAY_0000745,ACC_000373,2024-02-01,1911.46,check,False,2024-02-01
PAY_0000746,ACC_000335,2025-09-07,793.81,online,False,2025-09-07
PAY_0000747,ACC_000534,2025-06-29,1888.97,wire,False,2025-06-29
PAY_0000748,ACC_000785,2025-08-29,1006.55,wire,True,2025-08-29
PAY_0000749,ACC_000241,2024-12-08,108.69,wire,True,2024-12-08
PAY_0000750,ACC_000086,2025-10-03,261.05,check,False,2025-10-03
PAY_0000751,ACC_000570,2024-11-23,1594.02,ach,False,2024-11-23
PAY_0000752,ACC_001068,2024-02-05,1956.50,online,False,2024-02-05
PAY_0000753,ACC_000584,2025-05-10,493.79,ach,False,2025-05-10
PAY_0000754,ACC_000968,2025-08-27,903.63,online,False,2025-08-27
PAY_0000755,ACC_000102,2025-02-28,1368.99,wire,True,2025-02-28
PAY_0000756,ACC_000745,2025-06-18,716.02,check,False,2025-06-18
PAY_0000757,ACC_000987,2025-10-16,620.83,wire,False,2025-10-16
PAY_0000758,ACC_001033,2024-11-20,609.56,online,True,2024-11-20
PAY_0000759,ACC_000296,2024-01-28,1062.79,check,True,2024-01-28
PAY_0000760,ACC_000448,2025-08-27,1332.13,ach,True,2025-08-27
PAY_0000761,ACC_000874,2025-12-16,1919.79,ach,False,2025-12-16
PAY_0000762,ACC_000895,2024-11-09,1886.22,online,True,2024-11-09
PAY_0000763,ACC_000479,2025-08-02,885.96,ach,False,2025-08-02
PAY_0000764,ACC_000315,2025-03-30,1008.52,check,True,2025-03-30
PAY_0000765,ACC_000299,2025-07-24,1011.41,wire,False,2025-07-24
PAY_0000766,ACC_001172,2025-11-01,60.29,check,True,2025-11-01
PAY_0000767,ACC_000463,2024-07-09,261.73,wire,False,2024-07-09
PAY_0000768,ACC_000880,2024-12-24,1840.48,ach,True,2024-12-24
PAY_0000769,ACC_001146,2024-03-01,790.41,online,False,2024-03-01
PAY_0000770,ACC_000750,2025-01-29,1137.12,ach,True,2025-01-29
PAY_0000771,ACC_001027,2025-11-21,232.28,ach,False,2025-11-21
PAY_0000772,ACC_000469,2025-04-09,204.94,ach,False,2025-04-09
PAY_0000773,ACC_000795,2026-01-22,1540.80,wire,False,2026-01-22
PAY_0000774,ACC_000878,2024-05-08,1280.01,check,True,2024-05-08
PAY_0000775,ACC_001031,2024-08-16,170.47,online,True,2024-08-16
PAY_0000776,ACC_000709,2025-10-09,1386.64,wire,True,2025-10-09
PAY_0000777,ACC_000575,2025-11-20,754.69,online,True,2025-11-20
PAY_0000778,ACC_001056,2024-04-25,633.34,wire,False,2024-04-25
PAY_0000779,ACC_001108,2024-12-16,126.55,ach,True,2024-12-16
PAY_0000780,ACC_000566,2024-12-06,71.63,ach,True,2024-12-06
PAY_0000781,ACC_001052,2024-08-30,115.68,check,False,2024-08-30
PAY_0000782,ACC_000004,2024-06-04,161.21,online,False,2024-06-04
PAY_0000783,ACC_000744,2025-05-25,848.09,wire,False,2025-05-25
PAY_0000784,ACC_000800,2025-05-04,986.20,online,True,2025-05-04
PAY_0000785,ACC_000371,2025-04-13,1737.08,wire,True,2025-04-13
PAY_0000786,ACC_000382,2025-04-24,253.03,ach,False,2025-04-24
PAY_0000787,ACC_000142,2025-07-31,1074.49,ach,False,2025-07-31
PAY_0000788,ACC_000559,2024-03-11,1312.64,check,False,2024-03-11
PAY_0000789,ACC_000610,2025-04-23,1631.40,check,False,2025-04-23
PAY_0000790,ACC_000085,2024-07-17,847.15,check,False,2024-07-17
PAY_0000791,ACC_000700,2025-07-25,764.38,wire,False,2025-07-25
PAY_0000792,ACC_000669,2024-12-12,651.68,wire,False,2024-12-12
PAY_0000793,ACC_000656,2025-08-07,227.87,check,False,2025-08-07
PAY_0000794,ACC_000723,2025-03-18,1445.40,wire,True,2025-03-18
PAY_0000795,ACC_000298,2024-05-22,497.19,ach,True,2024-05-22
PAY_0000796,ACC_000195,2024-11-07,1884.93,wire,True,2024-11-07
PAY_0000797,ACC_000559,2024-07-30,903.81,ach,True,2024-07-30
PAY_0000798,ACC_000439,2024-10-23,1630.95,wire,False,2024-10-23
PAY_0000799,ACC_000320,2025-04-29,1076.65,check,False,2025-04-29
PAY_0000800,ACC_000112,2025-06-14,373.40,wire,False,2025-06-14
PAY_0000801,ACC_000960,2024-11-28,1497.88,ach,True,2024-11-28
PAY_0000802,ACC_000025,2024-09-04,1823.72,ach,False,2024-09-04
PAY_0000803,ACC_000844,2025-06-15,590.57,wire,True,2025-06-15
PAY_0000804,ACC_000409,2026-01-06,546.41,wire,False,2026-01-06
PAY_0000805,ACC_000473,2025-03-28,1623.32,online,False,2025-03-28
PAY_0000806,ACC_000536,2024-07-23,1935.00,wire,True,2024-07-23
PAY_0000807,ACC_000845,2025-10-05,955.58,wire,True,2025-10-05
PAY_0000808,ACC_000595,2024-02-01,923.58,check,True,2024-02-01
PAY_0000809,ACC_000800,2025-09-12,572.25,online,False,2025-09-12
PAY_0000810,ACC_000539,2024-03-31,949.17,ach,False,2024-03-31
PAY_0000811,ACC_000602,2025-04-02,1198.12,check,False,2025-04-02
PAY_0000812,ACC_001020,2024-06-01,1434.85,online,True,2024-06-01
PAY_0000813,ACC_000628,2024-07-09,1608.75,check,False,2024-07-09
PAY_0000814,ACC_001169,2025-07-18,776.31,check,True,2025-07-18
PAY_0000815,ACC_000475,2025-08-19,1336.29,ach,False,2025-08-19
PAY_0000816,ACC_000326,2025-11-16,1224.06,ach,False,2025-11-16
PAY_0000817,ACC_000454,2024-11-06,1185.70,check,False,2024-11-06
PAY_0000818,ACC_000039,2025-12-20,441.17,ach,True,2025-12-20
PAY_0000819,ACC_000174,2024-12-21,50.17,online,True,2024-12-21
PAY_0000820,ACC_000219,2024-06-22,392.15,wire,False,2024-06-22
PAY_0000821,ACC_000414,2024-01-20,896.67,check,True,2024-01-20
PAY_0000822,ACC_000001,2025-06-04,1411.98,wire,False,2025-06-04
PAY_0000823,ACC_000628,2024-03-02,1247.03,check,True,2024-03-02
PAY_0000824,ACC_000383,2024-07-20,128.65,ach,False,2024-07-20
PAY_0000825,ACC_000966,2026-01-01,1829.94,online,True,2026-01-01
PAY_0000826,ACC_000041,2025-12-08,1318.89,online,True,2025-12-08
PAY_0000827,ACC_000779,2024-07-21,1226.14,wire,True,2024-07-21
PAY_0000828,ACC_000200,2025-12-24,1432.56,ach,False,2025-12-24
PAY_0000829,ACC_000396,2025-04-29,1920.89,ach,False,2025-04-29
PAY_0000830,ACC_000888,2025-09-29,453.55,online,True,2025-09-29
PAY_0000831,ACC_000211,2024-02-01,438.62,online,True,2024-02-01
PAY_0000832,ACC_001046,2024-07-28,1175.88,wire,False,2024-07-28
PAY_0000833,ACC_000401,2024-03-27,1733.72,check,False,2024-03-27
PAY_0000834,ACC_001069,2026-02-03,257.93,wire,False,2026-02-03
PAY_0000835,ACC_000987,2024-02-15,1958.59,wire,False,2024-02-15
PAY_0000836,ACC_000209,2025-01-11,435.42,wire,True,2025-01-11
PAY_0000837,ACC_000141,2025-10-24,1868.19,wire,False,2025-10-24
PAY_0000838,ACC_001080,2025-02-09,756.98,check,False,2025-02-09
PAY_0000839,ACC_000291,2024-12-08,653.81,wire,True,2024-12-08
PAY_0000840,ACC_000369,2024-03-25,633.05,wire,False,2024-03-25
PAY_0000841,ACC_000538,2025-03-21,275.92,ach,False,2025-03-21
PAY_0000842,ACC_000062,2024-12-15,1463.17,check,True,2024-12-15
PAY_0000843,ACC_000650,2026-02-04,377.76,online,False,2026-02-04
PAY_0000844,ACC_000446,2025-03-28,1190.89,ach,False,2025-03-28
PAY_0000845,ACC_001043,2025-02-07,737.11,ach,False,2025-02-07
PAY_0000846,ACC_000378,2024-04-11,1239.46,ach,False,2024-04-11
PAY_0000847,ACC_001135,2025-05-17,1447.62,online,False,2025-05-17
PAY_0000848,ACC_000130,2025-09-10,1541.48,wire,False,2025-09-10
PAY_0000849,ACC_001158,2025-08-27,358.79,wire,False,2025-08-27
PAY_0000850,ACC_000024,2025-04-25,1594.69,online,False,2025-04-25
PAY_0000851,ACC_000350,2024-05-12,1747.10,ach,False,2024-05-12
PAY_0000852,ACC_000101,2025-02-25,611.25,wire,True,2025-02-25
PAY_0000853,ACC_000153,2025-05-11,849.51,online,False,2025-05-11
PAY_0000854,ACC_000847,2024-03-29,141.61,wire,True,2024-03-29
PAY_0000855,ACC_000751,2026-01-29,1438.25,online,False,2026-01-29
PAY_0000856,ACC_000389,2024-09-07,1883.60,check,False,2024-09-07
PAY_0000857,ACC_000840,2024-04-12,971.73,online,True,2024-04-12
PAY_0000858,ACC_000483,2025-02-17,1769.50,wire,True,2025-02-17
PAY_0000859,ACC_000718,2024-11-29,1125.33,ach,False,2024-11-29
PAY_0000860,ACC_000756,2025-06-15,105.48,online,True,2025-06-15
PAY_0000861,ACC_000072,2024-03-14,882.33,online,False,2024-03-14
PAY_0000862,ACC_000248,2025-03-11,1237.23,check,False,2025-03-11
PAY_0000863,ACC_000324,2026-01-20,281.82,online,False,2026-01-20
PAY_0000864,ACC_001166,2025-12-28,577.58,ach,False,2025-12-28
PAY_0000865,ACC_000561,2026-02-07,1121.14,online,False,2026-02-07
PAY_0000866,ACC_000978,2024-09-28,1269.54,online,False,2024-09-28
PAY_0000867,ACC_000545,2025-07-08,1564.46,check,False,2025-07-08
PAY_0000868,ACC_000199,2025-01-03,1516.99,check,False,2025-01-03
PAY_0000869,ACC_000542,2024-05-16,434.52,online,False,2024-05-16
PAY_0000870,ACC_001137,2025-12-17,827.74,check,False,2025-12-17
PAY_0000871,ACC_000712,2024-05-12,843.59,online,False,2024-05-12
PAY_0000872,ACC_001047,2025-07-03,827.39,online,False,2025-07-03
PAY_0000873,ACC_000183,2025-03-10,1163.31,check,False,2025-03-10
PAY_0000874,ACC_000662,2024-08-28,719.55,online,False,2024-08-28
PAY_0000875,ACC_001106,2025-02-25,891.11,wire,False,2025-02-25
PAY_0000876,ACC_000072,2025-09-02,119.63,online,False,2025-09-02
PAY_0000877,ACC_000853,2024-11-20,185.17,online,False,2024-11-20
PAY_0000878,ACC_000845,2026-01-15,1576.59,check,True,2026-01-15
PAY_0000879,ACC_000787,2024-08-17,1939.81,online,True,2024-08-17
PAY_0000880,ACC_000451,2025-03-01,1876.10,online,False,2025-03-01
PAY_0000881,ACC_000895,2024-11-26,187.45,online,False,2024-11-26
PAY_0000882,ACC_000044,2024-03-25,1265.59,ach,False,2024-03-25
PAY_0000883,ACC_000162,2024-12-13,112.26,online,True,2024-12-13
PAY_0000884,ACC_000074,2024-05-11,825.97,online,False,2024-05-11
PAY_0000885,ACC_000108,2025-10-28,1468.85,check,True,2025-10-28
PAY_0000886,ACC_000787,2025-09-23,1196.95,wire,True,2025-09-23
PAY_0000887,ACC_000392,2025-10-02,521.33,online,False,2025-10-02
PAY_0000888,ACC_001084,2025-11-07,672.31,check,False,2025-11-07
PAY_0000889,ACC_000593,2024-09-20,658.50,ach,False,2024-09-20
PAY_0000890,ACC_000998,2024-04-30,611.80,wire,False,2024-04-30
PAY_0000891,ACC_000778,2025-05-02,460.52,check,False,2025-05-02
PAY_0000892,ACC_000098,2025-10-26,1554.14,ach,False,2025-10-26
PAY_0000893,ACC_001013,2024-08-12,473.04,online,False,2024-08-12
PAY_0000894,ACC_000410,2024-04-26,1727.97,check,True,2024-04-26
PAY_0000895,ACC_000235,2025-06-08,1171.24,online,False,2025-06-08
PAY_0000896,ACC_001012,2025-09-18,580.82,check,True,2025-09-18
PAY_0000897,ACC_000923,2025-03-12,118.97,check,True,2025-03-12
PAY_0000898,ACC_000677,2025-02-13,1389.59,online,False,2025-02-13
PAY_0000899,ACC_000499,2025-08-11,799.17,wire,False,2025-08-11
PAY_0000900,ACC_000411,2025-02-28,1519.14,online,True,2025-02-28
PAY_0000901,ACC_000284,2026-01-19,746.69,ach,False,2026-01-19
PAY_0000902,ACC_000951,2024-02-20,153.51,check,True,2024-02-20
PAY_0000903,ACC_001152,2025-12-30,1841.56,ach,True,2025-12-30
PAY_0000904,ACC_000666,2024-08-27,765.98,ach,False,2024-08-27
PAY_0000905,ACC_000149,2024-01-06,1524.46,wire,False,2024-01-06
PAY_0000906,ACC_000100,2025-12-29,135.98,wire,False,2025-12-29
PAY_0000907,ACC_000722,2024-11-09,1218.51,online,False,2024-11-09
PAY_0000908,ACC_000081,2024-10-10,780.27,wire,False,2024-10-10
PAY_0000909,ACC_001128,2024-12-04,1671.29,wire,False,2024-12-04
PAY_0000910,ACC_001151,2024-11-20,1170.28,check,True,2024-11-20
PAY_0000911,ACC_000612,2025-06-25,963.01,wire,False,2025-06-25
PAY_0000912,ACC_000223,2024-01-30,703.68,ach,False,2024-01-30
PAY_0000913,ACC_000181,2025-06-25,265.16,wire,False,2025-06-25
PAY_0000914,ACC_000160,2025-10-23,1794.80,ach,False,2025-10-23
PAY_0000915,ACC_000547,2024-05-08,1126.17,check,False,2024-05-08
PAY_0000916,ACC_000894,2025-09-27,1164.08,ach,False,2025-09-27
PAY_0000917,ACC_000034,2024-07-03,626.48,ach,False,2024-07-03
PAY_0000918,ACC_000756,2024-05-08,930.82,ach,True,2024-05-08
PAY_0000919,ACC_000593,2025-05-05,676.34,online,False,2025-05-05
PAY_0000920,ACC_000642,2024-07-12,1736.78,wire,False,2024-07-12
PAY_0000921,ACC_000016,2025-01-19,1972.65,ach,False,2025-01-19
PAY_0000922,ACC_000119,2025-11-15,728.43,online,True,2025-11-15
PAY_0000923,ACC_000096,2025-12-21,1827.76,online,True,2025-12-21
PAY_0000924,ACC_000239,2025-09-15,1784.54,ach,True,2025-09-15
PAY_0000925,ACC_000870,2025-08-09,929.75,check,False,2025-08-09
PAY_0000926,ACC_000519,2024-04-28,1995.71,wire,False,2024-04-28
PAY_0000927,ACC_000982,2024-02-28,251.44,online,True,2024-02-28
PAY_0000928,ACC_001117,2025-06-19,387.92,wire,True,2025-06-19
PAY_0000929,ACC_001003,2024-03-05,825.44,wire,False,2024-03-05
PAY_0000930,ACC_001168,2024-08-21,1390.48,wire,False,2024-08-21
PAY_0000931,ACC_000378,2024-11-10,1390.31,wire,False,2024-11-10
PAY_0000932,ACC_000236,2024-05-11,1189.17,check,False,2024-05-11
PAY_0000933,ACC_001153,2024-11-13,901.01,check,False,2024-11-13
PAY_0000934,ACC_000288,2025-02-10,453.50,wire,True,2025-02-10
PAY_0000935,ACC_000998,2024-04-10,766.55,wire,False,2024-04-10
PAY_0000936,ACC_000360,2024-01-22,1185.21,wire,True,2024-01-22
PAY_0000937,ACC_000981,2025-06-14,1871.78,ach,True,2025-06-14
PAY_0000938,ACC_000539,2025-04-16,1646.02,check,False,2025-04-16
PAY_0000939,ACC_000717,2025-08-21,202.05,online,False,2025-08-21
PAY_0000940,ACC_000991,2025-10-05,494.82,wire,True,2025-10-05
PAY_0000941,ACC_000635,2025-12-17,703.64,check,True,2025-12-17
PAY_0000942,ACC_001144,2024-01-13,1476.41,online,True,2024-01-13
PAY_0000943,ACC_000458,2025-07-24,1370.05,online,False,2025-07-24
PAY_0000944,ACC_000400,2025-04-09,1536.44,online,True,2025-04-09
PAY_0000945,ACC_000027,2025-12-16,1127.25,online,False,2025-12-16
PAY_0000946,ACC_000347,2025-01-28,1398.51,online,False,2025-01-28
PAY_0000947,ACC_000588,2024-12-18,1549.08,wire,False,2024-12-18
PAY_0000948,ACC_001022,2025-01-17,171.19,online,False,2025-01-17
PAY_0000949,ACC_001023,2024-10-13,502.49,wire,True,2024-10-13
PAY_0000950,ACC_000739,2024-01-12,1636.65,ach,False,2024-01-12
PAY_0000951,ACC_000284,2024-11-16,1777.88,online,False,2024-11-16
PAY_0000952,ACC_000660,2024-11-12,1852.13,wire,False,2024-11-12
PAY_0000953,ACC_000114,2024-01-13,1629.80,wire,False,2024-01-13
PAY_0000954,ACC_001127,2024-08-25,1603.37,wire,True,2024-08-25
PAY_0000955,ACC_000908,2025-09-10,588.67,check,False,2025-09-10
PAY_0000956,ACC_000464,2024-01-03,287.82,ach,True,2024-01-03
PAY_0000957,ACC_000108,2025-03-14,980.32,online,True,2025-03-14
PAY_0000958,ACC_000765,2025-11-02,1309.68,online,False,2025-11-02
PAY_0000959,ACC_000743,2025-10-01,121.48,check,False,2025-10-01
PAY_0000960,ACC_000613,2025-06-30,1981.12,online,True,2025-06-30
PAY_0000961,ACC_000964,2026-02-17,283.28,ach,False,2026-02-17
PAY_0000962,ACC_000856,2024-11-05,1224.13,online,False,2024-11-05
PAY_0000963,ACC_000052,2025-12-29,1930.77,check,True,2025-12-29
PAY_0000964,ACC_000097,2024-01-03,580.19,ach,False,2024-01-03
PAY_0000965,ACC_000642,2025-11-06,1758.24,wire,False,2025-11-06
PAY_0000966,ACC_000021,2025-09-05,1023.48,wire,False,2025-09-05
PAY_0000967,ACC_001170,2025-11-03,65.15,online,False,2025-11-03
PAY_0000968,ACC_000719,2024-02-10,84.62,wire,False,2024-02-10
PAY_0000969,ACC_001147,2024-03-05,683.89,wire,True,2024-03-05
PAY_0000970,ACC_000466,2024-04-11,739.16,online,False,2024-04-11
PAY_0000971,ACC_000161,2024-03-08,155.93,ach,False,2024-03-08
PAY_0000972,ACC_000801,2025-12-05,1283.14,wire,True,2025-12-05
PAY_0000973,ACC_000317,2024-03-07,1939.31,check,False,2024-03-07
PAY_0000974,ACC_000641,2024-02-07,286.90,wire,False,2024-02-07
PAY_0000975,ACC_000413,2025-07-29,497.13,ach,False,2025-07-29
PAY_0000976,ACC_001199,2025-03-18,139.21,online,False,2025-03-18
PAY_0000977,ACC_000900,2024-08-13,1926.41,wire,True,2024-08-13
PAY_0000978,ACC_000760,2025-12-30,1860.36,online,False,2025-12-30
PAY_0000979,ACC_000346,2024-08-05,1214.36,wire,False,2024-08-05
PAY_0000980,ACC_001106,2025-10-15,689.17,ach,False,2025-10-15
PAY_0000981,ACC_000945,2024-04-09,344.04,ach,False,2024-04-09
PAY_0000982,ACC_000912,2024-04-13,1411.00,ach,True,2024-04-13
PAY_0000983,ACC_000629,2025-06-19,962.26,check,False,2025-06-19
PAY_0000984,ACC_000205,2024-05-26,1280.41,wire,False,2024-05-26
PAY_0000985,ACC_000088,2024-04-05,245.75,ach,False,2024-04-05
PAY_0000986,ACC_000044,2025-06-19,868.22,wire,False,2025-06-19
PAY_0000987,ACC_001054,2025-01-15,892.28,wire,False,2025-01-15
PAY_0000988,ACC_000299,2025-10-04,1925.70,online,True,2025-10-04
PAY_0000989,ACC_001126,2024-05-31,184.35,online,False,2024-05-31
PAY_0000990,ACC_000753,2024-12-13,1647.52,online,False,2024-12-13
PAY_0000991,ACC_000196,2025-11-21,186.18,wire,True,2025-11-21
PAY_0000992,ACC_001169,2025-01-24,891.01,check,True,2025-01-24
PAY_0000993,ACC_000826,2024-11-25,1989.69,online,False,2024-11-25
PAY_0000994,ACC_001153,2025-01-12,1462.48,online,False,2025-01-12
PAY_0000995,ACC_000053,2025-12-15,1632.18,check,True,2025-12-15
PAY_0000996,ACC_001187,2025-07-09,1610.70,wire,False,2025-07-09
PAY_0000997,ACC_001036,2024-11-15,131.54,wire,True,2024-11-15
PAY_0000998,ACC_000327,2025-10-19,324.57,ach,False,2025-10-19
PAY_0000999,ACC_001005,2025-06-23,1169.69,ach,True,2025-06-23
