payment_id,account_id,customer_id,country_code,legal_entity,payment_date,due_date,statement_month,minimum_due,total_due,payment_amount,payment_method,payment_channel,payment_status,overdue_days,late_fee,reference_number,created_at
PAY_00004687,ACC_0000392,CUST_000321,MY,MY_BANK,2025-10-31 00:00:00,2025-09-21,2025-08,93.07,3102.26,93.07,giro,internet_banking,overdue,40,25.0,PREF000000004688,2025-10-31 00:00:00
PAY_00004688,ACC_0000392,CUST_000321,MY,MY_BANK,2025-10-14 00:00:00,2025-10-21,2025-09,209.56,6985.29,3114.28,cheque,atm,paid_partial,0,0.0,PREF000000004689,2025-10-14 00:00:00
PAY_00004689,ACC_0000392,CUST_000321,MY,MY_BANK,2025-12-28 00:00:00,2025-11-21,2025-10,208.16,6938.75,208.16,bank_transfer,atm,overdue,43,25.0,PREF000000004690,2025-12-28 00:00:00
PAY_00004690,ACC_0000392,CUST_000321,MY,MY_BANK,2025-12-15 00:00:00,2025-12-21,2025-11,226.18,7539.41,3340.92,online_banking,branch,paid_partial,0,0.0,PREF000000004691,2025-12-15 00:00:00
PAY_00004691,ACC_0000392,CUST_000321,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,208.66,6955.27,3325.59,online_banking,atm,paid_partial,0,0.0,PREF000000004692,2025-12-28 00:00:00
PAY_00004692,ACC_0000393,CUST_000322,MY,MY_BANK,2025-02-15 00:00:00,2025-02-21,2025-01,713.05,23768.29,15900.09,cheque,mobile_app,paid_partial,0,0.0,PREF000000004693,2025-02-15 00:00:00
PAY_00004693,ACC_0000393,CUST_000322,MY,MY_BANK,2025-03-16 00:00:00,2025-03-21,2025-02,377.88,12596.02,11166.46,bank_transfer,atm,paid_partial,0,0.0,PREF000000004694,2025-03-16 00:00:00
PAY_00004694,ACC_0000393,CUST_000322,MY,MY_BANK,2025-04-19 00:00:00,2025-04-21,2025-03,202.04,6734.79,6734.79,online_banking,internet_banking,paid_full,0,0.0,PREF000000004695,2025-04-19 00:00:00
PAY_00004695,ACC_0000393,CUST_000322,MY,MY_BANK,2025-05-20 00:00:00,2025-05-21,2025-04,319.76,10658.51,319.76,giro,mobile_app,paid_minimum,0,0.0,PREF000000004696,2025-05-20 00:00:00
PAY_00004696,ACC_0000393,CUST_000322,MY,MY_BANK,2025-06-14 00:00:00,2025-06-21,2025-05,691.41,23046.98,23046.98,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004697,2025-06-14 00:00:00
PAY_00004697,ACC_0000393,CUST_000322,MY,MY_BANK,2025-07-17 00:00:00,2025-07-21,2025-06,327.25,10908.2,9172.11,bank_transfer,atm,paid_partial,0,0.0,PREF000000004698,2025-07-17 00:00:00
PAY_00004698,ACC_0000393,CUST_000322,MY,MY_BANK,2025-08-16 00:00:00,2025-08-21,2025-07,185.44,6181.48,2031.24,online_banking,branch,paid_partial,0,0.0,PREF000000004699,2025-08-16 00:00:00
PAY_00004699,ACC_0000393,CUST_000322,MY,MY_BANK,2025-09-24 00:00:00,2025-09-21,2025-08,467.25,15575.05,467.25,bank_transfer,branch,overdue,3,25.0,PREF000000004700,2025-09-24 00:00:00
PAY_00004700,ACC_0000393,CUST_000322,MY,MY_BANK,2025-10-18 00:00:00,2025-10-21,2025-09,630.65,21021.66,21021.66,online_banking,internet_banking,paid_full,0,0.0,PREF000000004701,2025-10-18 00:00:00
PAY_00004701,ACC_0000393,CUST_000322,MY,MY_BANK,2025-11-17 00:00:00,2025-11-21,2025-10,178.61,5953.68,3053.36,online_banking,branch,paid_partial,0,0.0,PREF000000004702,2025-11-17 00:00:00
PAY_00004702,ACC_0000393,CUST_000322,MY,MY_BANK,2025-12-21 00:00:00,2025-12-21,2025-11,442.41,14746.84,442.41,cheque,mobile_app,paid_minimum,0,0.0,PREF000000004703,2025-12-21 00:00:00
PAY_00004703,ACC_0000393,CUST_000322,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,828.69,27623.07,27623.07,online_banking,atm,paid_full,0,0.0,PREF000000004704,2025-12-28 00:00:00
PAY_00004704,ACC_0000394,CUST_000323,MY,MY_BANK,2025-02-14 00:00:00,2025-02-21,2025-01,499.81,16660.23,13869.68,bank_transfer,internet_banking,paid_partial,0,0.0,PREF000000004705,2025-02-14 00:00:00
PAY_00004705,ACC_0000394,CUST_000323,MY,MY_BANK,2025-03-17 00:00:00,2025-03-21,2025-02,107.28,3576.11,1362.99,cheque,internet_banking,paid_partial,0,0.0,PREF000000004706,2025-03-17 00:00:00
PAY_00004706,ACC_0000394,CUST_000323,MY,MY_BANK,2025-04-19 00:00:00,2025-04-21,2025-03,126.95,4231.66,1386.51,online_banking,branch,paid_partial,0,0.0,PREF000000004707,2025-04-19 00:00:00
PAY_00004707,ACC_0000394,CUST_000323,MY,MY_BANK,2025-05-18 00:00:00,2025-05-21,2025-04,212.81,7093.76,7093.76,online_banking,branch,paid_full,0,0.0,PREF000000004708,2025-05-18 00:00:00
PAY_00004708,ACC_0000394,CUST_000323,MY,MY_BANK,2025-06-20 00:00:00,2025-06-21,2025-05,83.59,2786.35,2786.35,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004709,2025-06-20 00:00:00
PAY_00004709,ACC_0000394,CUST_000323,MY,MY_BANK,2025-07-15 00:00:00,2025-07-21,2025-06,57.83,1927.6,1927.6,bank_transfer,atm,paid_full,0,0.0,PREF000000004710,2025-07-15 00:00:00
PAY_00004710,ACC_0000394,CUST_000323,MY,MY_BANK,2025-08-19 00:00:00,2025-08-21,2025-07,99.54,3317.96,99.54,cheque,atm,paid_minimum,0,0.0,PREF000000004711,2025-08-19 00:00:00
PAY_00004711,ACC_0000394,CUST_000323,MY,MY_BANK,2025-09-15 00:00:00,2025-09-21,2025-08,229.38,7645.85,7645.85,cheque,mobile_app,paid_full,0,0.0,PREF000000004712,2025-09-15 00:00:00
PAY_00004712,ACC_0000394,CUST_000323,MY,MY_BANK,2025-11-19 00:00:00,2025-10-21,2025-09,91.55,3051.68,91.55,giro,branch,overdue,29,25.0,PREF000000004713,2025-11-19 00:00:00
PAY_00004713,ACC_0000394,CUST_000323,MY,MY_BANK,2025-11-12 00:00:00,2025-11-21,2025-10,190.19,6339.5,6339.5,online_banking,internet_banking,paid_full,0,0.0,PREF000000004714,2025-11-12 00:00:00
PAY_00004714,ACC_0000394,CUST_000323,MY,MY_BANK,2025-12-19 00:00:00,2025-12-21,2025-11,55.22,1840.66,1282.31,online_banking,branch,paid_partial,0,0.0,PREF000000004715,2025-12-19 00:00:00
PAY_00004715,ACC_0000394,CUST_000323,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,197.93,6597.75,6597.75,bank_transfer,branch,paid_full,0,0.0,PREF000000004716,2025-12-28 00:00:00
PAY_00004716,ACC_0000395,CUST_000323,MY,MY_BANK,2025-02-12 00:00:00,2025-02-21,2025-01,188.69,6289.67,6289.67,cheque,internet_banking,paid_full,0,0.0,PREF000000004717,2025-02-12 00:00:00
PAY_00004717,ACC_0000395,CUST_000323,MY,MY_BANK,2025-03-21 00:00:00,2025-03-21,2025-02,137.53,4584.28,3630.83,online_banking,mobile_app,paid_partial,0,0.0,PREF000000004718,2025-03-21 00:00:00
PAY_00004718,ACC_0000395,CUST_000323,MY,MY_BANK,2025-04-17 00:00:00,2025-04-21,2025-03,91.45,3048.27,3048.27,giro,branch,paid_full,0,0.0,PREF000000004719,2025-04-17 00:00:00
PAY_00004719,ACC_0000395,CUST_000323,MY,MY_BANK,2025-05-20 00:00:00,2025-05-21,2025-04,190.78,6359.26,2588.2,giro,mobile_app,paid_partial,0,0.0,PREF000000004720,2025-05-20 00:00:00
PAY_00004720,ACC_0000395,CUST_000323,MY,MY_BANK,2025-06-19 00:00:00,2025-06-21,2025-05,183.31,6110.25,6110.25,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004721,2025-06-19 00:00:00
PAY_00004721,ACC_0000395,CUST_000323,MY,MY_BANK,2025-07-11 00:00:00,2025-07-21,2025-06,131.65,4388.19,4388.19,giro,internet_banking,paid_full,0,0.0,PREF000000004722,2025-07-11 00:00:00
PAY_00004722,ACC_0000395,CUST_000323,MY,MY_BANK,2025-08-21 00:00:00,2025-08-21,2025-07,66.62,2220.64,1485.0,cheque,atm,paid_partial,0,0.0,PREF000000004723,2025-08-21 00:00:00
PAY_00004723,ACC_0000395,CUST_000323,MY,MY_BANK,2025-09-14 00:00:00,2025-09-21,2025-08,84.15,2805.13,1425.66,cheque,atm,paid_partial,0,0.0,PREF000000004724,2025-09-14 00:00:00
PAY_00004724,ACC_0000395,CUST_000323,MY,MY_BANK,2025-10-14 00:00:00,2025-10-21,2025-09,239.24,7974.59,7974.59,online_banking,internet_banking,paid_full,0,0.0,PREF000000004725,2025-10-14 00:00:00
PAY_00004725,ACC_0000395,CUST_000323,MY,MY_BANK,2025-11-14 00:00:00,2025-11-21,2025-10,65.08,2169.49,1888.56,giro,branch,paid_partial,0,0.0,PREF000000004726,2025-11-14 00:00:00
PAY_00004726,ACC_0000395,CUST_000323,MY,MY_BANK,2025-12-19 00:00:00,2025-12-21,2025-11,71.48,2382.61,2382.61,online_banking,mobile_app,paid_full,0,0.0,PREF000000004727,2025-12-19 00:00:00
PAY_00004727,ACC_0000395,CUST_000323,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,1309.69,1309.69,cheque,atm,paid_full,0,0.0,PREF000000004728,2025-12-28 00:00:00
PAY_00004728,ACC_0000396,CUST_000324,MY,MY_BANK,2025-02-12 00:00:00,2025-02-21,2025-01,392.12,13070.5,13070.5,cheque,internet_banking,paid_full,0,0.0,PREF000000004729,2025-02-12 00:00:00
PAY_00004729,ACC_0000396,CUST_000324,MY,MY_BANK,2025-03-20 00:00:00,2025-03-21,2025-02,73.45,2448.36,1024.19,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000004730,2025-03-20 00:00:00
PAY_00004730,ACC_0000396,CUST_000324,MY,MY_BANK,2025-04-20 00:00:00,2025-04-21,2025-03,167.93,5597.58,167.93,giro,branch,paid_minimum,0,0.0,PREF000000004731,2025-04-20 00:00:00
PAY_00004731,ACC_0000396,CUST_000324,MY,MY_BANK,2025-05-12 00:00:00,2025-05-21,2025-04,224.25,7475.02,7475.02,cheque,branch,paid_full,0,0.0,PREF000000004732,2025-05-12 00:00:00
PAY_00004732,ACC_0000396,CUST_000324,MY,MY_BANK,2025-06-23 00:00:00,2025-06-21,2025-05,50.0,1462.37,50.0,giro,atm,overdue,2,25.0,PREF000000004733,2025-06-23 00:00:00
PAY_00004733,ACC_0000396,CUST_000324,MY,MY_BANK,2025-07-14 00:00:00,2025-07-21,2025-06,144.42,4813.99,4813.99,giro,mobile_app,paid_full,0,0.0,PREF000000004734,2025-07-14 00:00:00
PAY_00004734,ACC_0000396,CUST_000324,MY,MY_BANK,2025-08-15 00:00:00,2025-08-21,2025-07,163.4,5446.55,4074.77,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000004735,2025-08-15 00:00:00
PAY_00004735,ACC_0000396,CUST_000324,MY,MY_BANK,2025-09-20 00:00:00,2025-09-21,2025-08,218.98,7299.5,6246.12,cheque,mobile_app,paid_partial,0,0.0,PREF000000004736,2025-09-20 00:00:00
PAY_00004736,ACC_0000396,CUST_000324,MY,MY_BANK,2025-10-18 00:00:00,2025-10-21,2025-09,57.73,1924.45,1814.77,giro,mobile_app,paid_partial,0,0.0,PREF000000004737,2025-10-18 00:00:00
PAY_00004737,ACC_0000396,CUST_000324,MY,MY_BANK,2025-11-21 00:00:00,2025-11-21,2025-10,81.57,2718.96,81.57,online_banking,mobile_app,paid_minimum,0,0.0,PREF000000004738,2025-11-21 00:00:00
PAY_00004738,ACC_0000396,CUST_000324,MY,MY_BANK,2025-12-28 00:00:00,2025-12-21,2025-11,199.45,6648.39,199.45,bank_transfer,internet_banking,overdue,17,25.0,PREF000000004739,2025-12-28 00:00:00
PAY_00004739,ACC_0000396,CUST_000324,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,318.79,10626.25,318.79,giro,atm,paid_minimum,0,0.0,PREF000000004740,2025-12-28 00:00:00
PAY_00004740,ACC_0000397,CUST_000325,MY,MY_BANK,2025-02-24 00:00:00,2025-02-21,2025-01,169.92,5664.01,169.92,cheque,branch,overdue,3,25.0,PREF000000004741,2025-02-24 00:00:00
PAY_00004741,ACC_0000397,CUST_000325,MY,MY_BANK,2025-03-15 00:00:00,2025-03-21,2025-02,253.53,8451.03,2880.85,cheque,internet_banking,paid_partial,0,0.0,PREF000000004742,2025-03-15 00:00:00
PAY_00004742,ACC_0000397,CUST_000325,MY,MY_BANK,2025-04-13 00:00:00,2025-04-21,2025-03,355.58,11852.81,11852.81,online_banking,branch,paid_full,0,0.0,PREF000000004743,2025-04-13 00:00:00
PAY_00004743,ACC_0000397,CUST_000325,MY,MY_BANK,2025-05-18 00:00:00,2025-05-21,2025-04,170.59,5686.44,5686.44,bank_transfer,atm,paid_full,0,0.0,PREF000000004744,2025-05-18 00:00:00
PAY_00004744,ACC_0000397,CUST_000325,MY,MY_BANK,2025-06-17 00:00:00,2025-06-21,2025-05,90.2,3006.75,1857.29,online_banking,internet_banking,paid_partial,0,0.0,PREF000000004745,2025-06-17 00:00:00
PAY_00004745,ACC_0000397,CUST_000325,MY,MY_BANK,2025-07-14 00:00:00,2025-07-21,2025-06,80.04,2667.91,801.25,cheque,branch,paid_partial,0,0.0,PREF000000004746,2025-07-14 00:00:00
PAY_00004746,ACC_0000397,CUST_000325,MY,MY_BANK,2025-08-15 00:00:00,2025-08-21,2025-07,258.31,8610.41,2862.9,giro,branch,paid_partial,0,0.0,PREF000000004747,2025-08-15 00:00:00
PAY_00004747,ACC_0000397,CUST_000325,MY,MY_BANK,2025-09-17 00:00:00,2025-09-21,2025-08,241.43,8047.53,8047.53,bank_transfer,atm,paid_full,0,0.0,PREF000000004748,2025-09-17 00:00:00
PAY_00004748,ACC_0000397,CUST_000325,MY,MY_BANK,2025-10-21 00:00:00,2025-10-21,2025-09,137.34,4577.89,137.34,bank_transfer,mobile_app,paid_minimum,0,0.0,PREF000000004749,2025-10-21 00:00:00
PAY_00004749,ACC_0000397,CUST_000325,MY,MY_BANK,2025-11-19 00:00:00,2025-11-21,2025-10,257.41,8580.23,8580.23,bank_transfer,atm,paid_full,0,0.0,PREF000000004750,2025-11-19 00:00:00
PAY_00004750,ACC_0000397,CUST_000325,MY,MY_BANK,2025-12-23 00:00:00,2025-12-21,2025-11,50.0,1342.7,50.0,online_banking,branch,overdue,2,25.0,PREF000000004751,2025-12-23 00:00:00
PAY_00004751,ACC_0000397,CUST_000325,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,204.25,6808.4,6808.4,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004752,2025-12-28 00:00:00
PAY_00004752,ACC_0000398,CUST_000326,MY,MY_BANK,2025-02-24 00:00:00,2025-02-21,2025-01,527.33,17577.8,527.33,bank_transfer,internet_banking,overdue,3,25.0,PREF000000004753,2025-02-24 00:00:00
PAY_00004753,ACC_0000398,CUST_000326,MY,MY_BANK,2025-03-15 00:00:00,2025-03-21,2025-02,743.55,24784.99,24784.99,giro,internet_banking,paid_full,0,0.0,PREF000000004754,2025-03-15 00:00:00
PAY_00004754,ACC_0000398,CUST_000326,MY,MY_BANK,2025-04-21 00:00:00,2025-04-21,2025-03,239.23,7974.27,239.23,bank_transfer,mobile_app,paid_minimum,0,0.0,PREF000000004755,2025-04-21 00:00:00
PAY_00004755,ACC_0000398,CUST_000326,MY,MY_BANK,2025-05-15 00:00:00,2025-05-21,2025-04,416.23,13874.37,13874.37,giro,internet_banking,paid_full,0,0.0,PREF000000004756,2025-05-15 00:00:00
PAY_00004756,ACC_0000398,CUST_000326,MY,MY_BANK,2025-07-20 00:00:00,2025-06-21,2025-05,248.41,8280.17,248.41,giro,branch,overdue,29,25.0,PREF000000004757,2025-07-20 00:00:00
PAY_00004757,ACC_0000398,CUST_000326,MY,MY_BANK,2025-07-15 00:00:00,2025-07-21,2025-06,686.62,22887.37,22887.37,cheque,mobile_app,paid_full,0,0.0,PREF000000004758,2025-07-15 00:00:00
PAY_00004758,ACC_0000398,CUST_000326,MY,MY_BANK,2025-08-16 00:00:00,2025-08-21,2025-07,166.29,5543.02,5543.02,bank_transfer,atm,paid_full,0,0.0,PREF000000004759,2025-08-16 00:00:00
PAY_00004759,ACC_0000398,CUST_000326,MY,MY_BANK,2025-09-18 00:00:00,2025-09-21,2025-08,128.84,4294.81,2062.64,bank_transfer,mobile_app,paid_partial,0,0.0,PREF000000004760,2025-09-18 00:00:00
PAY_00004760,ACC_0000398,CUST_000326,MY,MY_BANK,2025-10-18 00:00:00,2025-10-21,2025-09,471.38,15712.52,15712.52,cheque,mobile_app,paid_full,0,0.0,PREF000000004761,2025-10-18 00:00:00
PAY_00004761,ACC_0000398,CUST_000326,MY,MY_BANK,2025-11-19 00:00:00,2025-11-21,2025-10,322.7,10756.61,322.7,online_banking,atm,paid_minimum,0,0.0,PREF000000004762,2025-11-19 00:00:00
PAY_00004762,ACC_0000398,CUST_000326,MY,MY_BANK,2025-12-17 00:00:00,2025-12-21,2025-11,473.14,15771.45,15771.45,giro,branch,paid_full,0,0.0,PREF000000004763,2025-12-17 00:00:00
PAY_00004763,ACC_0000398,CUST_000326,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,355.92,11863.85,11863.85,cheque,internet_banking,paid_full,0,0.0,PREF000000004764,2025-12-28 00:00:00
PAY_00004764,ACC_0000399,CUST_000327,MY,MY_BANK,2025-02-17 00:00:00,2025-02-21,2025-01,1013.54,33784.8,33784.8,giro,internet_banking,paid_full,0,0.0,PREF000000004765,2025-02-17 00:00:00
PAY_00004765,ACC_0000399,CUST_000327,MY,MY_BANK,2025-03-15 00:00:00,2025-03-21,2025-02,268.15,8938.36,8938.36,cheque,internet_banking,paid_full,0,0.0,PREF000000004766,2025-03-15 00:00:00
PAY_00004766,ACC_0000399,CUST_000327,MY,MY_BANK,2025-04-16 00:00:00,2025-04-21,2025-03,392.45,13081.73,9564.26,giro,atm,paid_partial,0,0.0,PREF000000004767,2025-04-16 00:00:00
PAY_00004767,ACC_0000399,CUST_000327,MY,MY_BANK,2025-05-12 00:00:00,2025-05-21,2025-04,529.33,17644.3,17644.3,cheque,internet_banking,paid_full,0,0.0,PREF000000004768,2025-05-12 00:00:00
PAY_00004768,ACC_0000399,CUST_000327,MY,MY_BANK,2025-06-12 00:00:00,2025-06-21,2025-05,202.87,6762.47,6762.47,giro,atm,paid_full,0,0.0,PREF000000004769,2025-06-12 00:00:00
PAY_00004769,ACC_0000399,CUST_000327,MY,MY_BANK,2025-07-15 00:00:00,2025-07-21,2025-06,234.43,7814.49,7814.49,online_banking,mobile_app,paid_full,0,0.0,PREF000000004770,2025-07-15 00:00:00
PAY_00004770,ACC_0000399,CUST_000327,MY,MY_BANK,2025-08-17 00:00:00,2025-08-21,2025-07,187.35,6244.88,3890.13,giro,mobile_app,paid_partial,0,0.0,PREF000000004771,2025-08-17 00:00:00
PAY_00004771,ACC_0000399,CUST_000327,MY,MY_BANK,2025-09-19 00:00:00,2025-09-21,2025-08,265.89,8862.99,4298.09,giro,branch,paid_partial,0,0.0,PREF000000004772,2025-09-19 00:00:00
PAY_00004772,ACC_0000399,CUST_000327,MY,MY_BANK,2025-10-15 00:00:00,2025-10-21,2025-09,352.59,11752.88,11752.88,online_banking,branch,paid_full,0,0.0,PREF000000004773,2025-10-15 00:00:00
PAY_00004773,ACC_0000399,CUST_000327,MY,MY_BANK,2025-11-20 00:00:00,2025-11-21,2025-10,388.55,12951.54,8488.86,online_banking,branch,paid_partial,0,0.0,PREF000000004774,2025-11-20 00:00:00
PAY_00004774,ACC_0000399,CUST_000327,MY,MY_BANK,2025-12-18 00:00:00,2025-12-21,2025-11,314.78,10492.52,6234.69,cheque,branch,paid_partial,0,0.0,PREF000000004775,2025-12-18 00:00:00
PAY_00004775,ACC_0000399,CUST_000327,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,299.93,9997.77,7700.42,bank_transfer,branch,paid_partial,0,0.0,PREF000000004776,2025-12-28 00:00:00
PAY_00004776,ACC_0000400,CUST_000328,MY,MY_BANK,2025-02-20 00:00:00,2025-02-21,2025-01,338.66,11288.51,11288.51,cheque,atm,paid_full,0,0.0,PREF000000004777,2025-02-20 00:00:00
PAY_00004777,ACC_0000400,CUST_000328,MY,MY_BANK,2025-03-16 00:00:00,2025-03-21,2025-02,50.0,826.58,280.56,cheque,mobile_app,paid_partial,0,0.0,PREF000000004778,2025-03-16 00:00:00
PAY_00004778,ACC_0000400,CUST_000328,MY,MY_BANK,2025-04-14 00:00:00,2025-04-21,2025-03,91.72,3057.39,3057.39,cheque,mobile_app,paid_full,0,0.0,PREF000000004779,2025-04-14 00:00:00
PAY_00004779,ACC_0000400,CUST_000328,MY,MY_BANK,2025-05-17 00:00:00,2025-05-21,2025-04,52.1,1736.73,571.18,bank_transfer,branch,paid_partial,0,0.0,PREF000000004780,2025-05-17 00:00:00
PAY_00004780,ACC_0000400,CUST_000328,MY,MY_BANK,2025-06-20 00:00:00,2025-06-21,2025-05,197.21,6573.7,197.21,giro,internet_banking,paid_minimum,0,0.0,PREF000000004781,2025-06-20 00:00:00
PAY_00004781,ACC_0000400,CUST_000328,MY,MY_BANK,2025-07-18 00:00:00,2025-07-21,2025-06,426.08,14202.54,8711.33,cheque,internet_banking,paid_partial,0,0.0,PREF000000004782,2025-07-18 00:00:00
PAY_00004782,ACC_0000400,CUST_000328,MY,MY_BANK,2025-08-17 00:00:00,2025-08-21,2025-07,262.29,8742.93,8742.93,cheque,branch,paid_full,0,0.0,PREF000000004783,2025-08-17 00:00:00
PAY_00004783,ACC_0000400,CUST_000328,MY,MY_BANK,2025-09-24 00:00:00,2025-09-21,2025-08,115.81,3860.46,115.81,bank_transfer,branch,overdue,3,25.0,PREF000000004784,2025-09-24 00:00:00
PAY_00004784,ACC_0000400,CUST_000328,MY,MY_BANK,2025-10-11 00:00:00,2025-10-21,2025-09,127.42,4247.4,4247.4,giro,branch,paid_full,0,0.0,PREF000000004785,2025-10-11 00:00:00
PAY_00004785,ACC_0000400,CUST_000328,MY,MY_BANK,2025-11-21 00:00:00,2025-11-21,2025-10,52.16,1738.75,655.33,cheque,branch,paid_partial,0,0.0,PREF000000004786,2025-11-21 00:00:00
PAY_00004786,ACC_0000400,CUST_000328,MY,MY_BANK,2025-12-18 00:00:00,2025-12-21,2025-11,219.49,7316.39,7316.39,online_banking,internet_banking,paid_full,0,0.0,PREF000000004787,2025-12-18 00:00:00
PAY_00004787,ACC_0000400,CUST_000328,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,50.0,835.91,835.91,bank_transfer,atm,paid_full,0,0.0,PREF000000004788,2025-12-28 00:00:00
PAY_00004788,ACC_0000401,CUST_000328,MY,MY_BANK,2025-02-11 00:00:00,2025-02-21,2025-01,472.66,15755.26,15755.26,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004789,2025-02-11 00:00:00
PAY_00004789,ACC_0000401,CUST_000328,MY,MY_BANK,2025-03-14 00:00:00,2025-03-21,2025-02,84.68,2822.79,2822.79,giro,atm,paid_full,0,0.0,PREF000000004790,2025-03-14 00:00:00
PAY_00004790,ACC_0000401,CUST_000328,MY,MY_BANK,2025-04-15 00:00:00,2025-04-21,2025-03,132.21,4406.96,2014.09,bank_transfer,branch,paid_partial,0,0.0,PREF000000004791,2025-04-15 00:00:00
PAY_00004791,ACC_0000401,CUST_000328,MY,MY_BANK,2025-05-11 00:00:00,2025-05-21,2025-04,114.96,3832.14,3832.14,online_banking,atm,paid_full,0,0.0,PREF000000004792,2025-05-11 00:00:00
PAY_00004792,ACC_0000401,CUST_000328,MY,MY_BANK,2025-06-19 00:00:00,2025-06-21,2025-05,59.98,1999.28,59.98,online_banking,mobile_app,paid_minimum,0,0.0,PREF000000004793,2025-06-19 00:00:00
PAY_00004793,ACC_0000401,CUST_000328,MY,MY_BANK,2025-07-21 00:00:00,2025-07-21,2025-06,256.5,8550.12,4568.92,giro,internet_banking,paid_partial,0,0.0,PREF000000004794,2025-07-21 00:00:00
PAY_00004794,ACC_0000401,CUST_000328,MY,MY_BANK,2025-08-16 00:00:00,2025-08-21,2025-07,212.31,7077.14,5888.21,cheque,branch,paid_partial,0,0.0,PREF000000004795,2025-08-16 00:00:00
PAY_00004795,ACC_0000401,CUST_000328,MY,MY_BANK,2025-09-15 00:00:00,2025-09-21,2025-08,175.42,5847.29,5847.29,cheque,branch,paid_full,0,0.0,PREF000000004796,2025-09-15 00:00:00
PAY_00004796,ACC_0000401,CUST_000328,MY,MY_BANK,2025-10-17 00:00:00,2025-10-21,2025-09,65.21,2173.57,1996.99,online_banking,mobile_app,paid_partial,0,0.0,PREF000000004797,2025-10-17 00:00:00
PAY_00004797,ACC_0000401,CUST_000328,MY,MY_BANK,2025-11-20 00:00:00,2025-11-21,2025-10,145.48,4849.22,4849.22,giro,atm,paid_full,0,0.0,PREF000000004798,2025-11-20 00:00:00
PAY_00004798,ACC_0000401,CUST_000328,MY,MY_BANK,2025-12-20 00:00:00,2025-12-21,2025-11,113.13,3771.07,3501.47,cheque,internet_banking,paid_partial,0,0.0,PREF000000004799,2025-12-20 00:00:00
PAY_00004799,ACC_0000401,CUST_000328,MY,MY_BANK,2025-12-28 00:00:00,2026-01-21,2025-12,183.39,6113.04,6113.04,online_banking,atm,paid_full,0,0.0,PREF000000004800,2025-12-28 00:00:00
PAY_00004800,ACC_0000402,CUST_000329,MY,MY_BANK,2025-02-14 00:00:00,2025-02-21,2025-01,605.19,20172.85,20172.85,cheque,atm,paid_full,0,0.0,PREF000000004801,2025-02-14 00:00:00
PAY_00004801,ACC_0000402,CUST_000329,MY,MY_BANK,2025-03-19 00:00:00,2025-03-21,2025-02,144.15,4804.97,1551.77,cheque,internet_banking,paid_partial,0,0.0,PREF000000004802,2025-03-19 00:00:00
PAY_00004802,ACC_0000402,CUST_000329,MY,MY_BANK,2025-04-18 00:00:00,2025-04-21,2025-03,301.99,10066.48,3493.55,online_banking,branch,paid_partial,0,0.0,PREF000000004803,2025-04-18 00:00:00
PAY_00004803,ACC_0000402,CUST_000329,MY,MY_BANK,2025-05-12 00:00:00,2025-05-21,2025-04,455.42,15180.52,15180.52,bank_transfer,branch,paid_full,0,0.0,PREF000000004804,2025-05-12 00:00:00
PAY_00004804,ACC_0000402,CUST_000329,MY,MY_BANK,2025-06-20 00:00:00,2025-06-21,2025-05,283.25,9441.66,9441.66,online_banking,mobile_app,paid_full,0,0.0,PREF000000004805,2025-06-20 00:00:00
PAY_00004805,ACC_0000402,CUST_000329,MY,MY_BANK,2025-07-14 00:00:00,2025-07-21,2025-06,213.79,7126.4,7126.4,cheque,internet_banking,paid_full,0,0.0,PREF000000004806,2025-07-14 00:00:00
PAY_00004806,ACC_0000402,CUST_000329,MY,MY_BANK,2025-08-19 00:00:00,2025-08-21,2025-07,332.93,11097.64,11097.64,giro,mobile_app,paid_full,0,0.0,PREF000000004807,2025-08-19 00:00:00
PAY_00004807,ACC_0000402,CUST_000329,MY,MY_BANK,2025-09-20 00:00:00,2025-09-21,2025-08,231.99,7733.14,7733.14,bank_transfer,internet_banking,paid_full,0,0.0,PREF000000004808,2025-09-20 00:00:00
PAY_00004808,ACC_0000402,CUST_000329,MY,MY_BANK,2025-10-15 00:00:00,2025-10-21,2025-09,150.97,5032.47,5032.47,cheque,internet_banking,paid_full,0,0.0,PREF000000004809,2025-10-15 00:00:00
